feature_removed,n_features,score_without,sd_without,mean_drop,sd_of_paired_diff,folds_worse_without,n_folds
pcuac_aa_frac_W,24,0.7938599300304725,0.03146707335395868,0.010636736588782938,0.010735237613783432,23,25
pcuac_isoelectric_point,24,0.7988654629181029,0.028426961454364116,0.005631203701152518,0.007560897855518404,19,25
