genus,n_species,n_negative,n_positive,q25,median_pct,q75,prop_positive,iqr_pct,composition
sedimenticola,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
tianweitania,3.0,1.0,2.0,0.7115,0.714,0.714,0.6666666666666666,0.0024999999999999467,Mixed
paragemmobacter,3.0,3.0,0.0,0.0,0.0,0.376,0.0,0.376,PCuAC only
rhodomicrobium,3.0,3.0,0.0,0.7324999999999999,0.735,0.735,0.0,0.0025000000000000577,PCuAC only
cognatundibacterium,3.0,0.0,3.0,0.746,0.746,0.7575000000000001,1.0,0.011500000000000066,Both proteins
thiomicrolovo,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
taklimakanibacter,3.0,2.0,1.0,0.73,0.73,0.7324999999999999,0.3333333333333333,0.0024999999999999467,Mixed
ciceribacter,3.0,1.0,2.0,0.0,0.0,0.3545,0.6666666666666666,0.3545,Mixed
pseudosulfitobacter,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
stakelama,3.0,3.0,0.0,0.787,0.787,0.7965,0.0,0.009499999999999953,PCuAC only
pseudothauera,3.0,3.0,0.0,0.379,0.758,0.7725,0.0,0.39349999999999996,PCuAC only
pseudothioclava,3.0,3.0,0.0,0.0,0.0,0.3675,0.0,0.3675,PCuAC only
saccharospirillum,3.0,3.0,0.0,1.0895,1.46,1.46,0.0,0.37050000000000005,PCuAC only
thaumasiovibrio,3.0,3.0,0.0,0.6975,0.719,0.753,0.0,0.055499999999999994,PCuAC only
thalassomonas,3.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,Mixed
chelatococcus,3.0,3.0,0.0,0.717,0.735,1.067,0.0,0.35,PCuAC only
aliiglaciecola,3.0,3.0,0.0,1.4845,2.206,2.206,0.0,0.7215,PCuAC only
thalassococcus,3.0,3.0,0.0,0.376,0.752,0.752,0.0,0.376,PCuAC only
rhizorhabdus,3.0,3.0,0.0,0.73,0.746,0.7635000000000001,0.0,0.033500000000000085,PCuAC only
afifella,3.0,3.0,0.0,0.719,0.719,0.7244999999999999,0.0,0.005499999999999949,PCuAC only
delftia,3.0,3.0,0.0,1.0985,1.439,1.4715,0.0,0.373,PCuAC only
rhodoferax,3.0,3.0,0.0,0.749,0.752,0.7635000000000001,0.0,0.014500000000000068,PCuAC only
tardiphaga,3.0,3.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
sphingomicrobium,3.0,3.0,0.0,0.781,0.781,0.784,0.0,0.0030000000000000027,PCuAC only
falsochrobactrum,3.0,3.0,0.0,0.0,0.0,0.35200000000000004,0.0,0.35200000000000004,PCuAC only
paramesorhizobium,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
falsirhodobacter,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
acidisoma,3.0,3.0,0.0,0.7330000000000001,0.741,1.1005,0.0,0.36749999999999994,PCuAC only
aquabacter,3.0,3.0,0.0,0.6945000000000001,0.7040000000000001,0.7065,0.0,0.0119999999999999,PCuAC only
aquabacterium,3.0,3.0,0.0,0.73,0.73,1.095,0.0,0.365,PCuAC only
paucibacter,3.0,3.0,0.0,1.1280000000000001,1.504,1.5095,0.0,0.38149999999999995,PCuAC only
zavarzinia,3.0,3.0,0.0,0.699,0.699,0.7144999999999999,0.0,0.015499999999999958,PCuAC only
solimonas,3.0,3.0,0.0,0.7385,0.752,0.7575000000000001,0.0,0.019000000000000017,PCuAC only
amorphus,3.0,3.0,0.0,0.7115,0.719,0.722,0.0,0.010499999999999954,PCuAC only
pelomonas,3.0,1.0,2.0,0.766,0.769,0.772,0.6666666666666666,0.006000000000000005,Mixed
aquincola,3.0,3.0,0.0,1.0795,1.418,1.4335,0.0,0.3540000000000001,PCuAC only
teichococcus,3.0,3.0,0.0,0.7324999999999999,0.735,0.738,0.0,0.00550000000000006,PCuAC only
aquipseudomonas,3.0,2.0,1.0,0.709,0.709,0.7115,0.3333333333333333,0.0025000000000000577,Mixed
blastochloris,3.0,3.0,0.0,0.7195,0.7250000000000001,0.7250000000000001,0.0,0.00550000000000006,PCuAC only
ditibartonella,3.0,3.0,0.0,0.719,0.719,0.722,0.0,0.0030000000000000027,PCuAC only
vitreoscilla,3.0,3.0,0.0,1.0095,1.325,1.4144999999999999,0.0,0.4049999999999998,PCuAC only
dietzia,3.0,1.0,2.0,0.763,0.763,0.763,0.6666666666666666,0.0,Mixed
archangium,3.0,3.0,0.0,0.758,0.758,1.1365,0.0,0.37850000000000006,PCuAC only
simplicispira,3.0,3.0,0.0,0.738,0.741,1.111,0.0,0.373,PCuAC only
denitromonas,3.0,3.0,0.0,0.0,0.0,0.3905,0.0,0.3905,PCuAC only
silvimonas,3.0,2.0,1.0,0.752,0.758,0.758,0.3333333333333333,0.006000000000000005,Mixed
rhodococcus,3.0,1.0,2.0,0.763,0.763,0.772,0.6666666666666666,0.009000000000000008,Mixed
paradevosia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
methylocapsa,2.0,2.0,0.0,0.75925,0.7605,0.76175,0.0,0.0025000000000000577,PCuAC only
tahibacter,2.0,0.0,2.0,0.75425,0.7675,0.7807499999999999,1.0,0.026499999999999968,Both proteins
methyloligella,2.0,2.0,0.0,0.6922499999999999,0.6944999999999999,0.69675,0.0,0.0045000000000000595,PCuAC only
sulfurospirillum,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
methylibium,2.0,2.0,0.0,1.575,1.575,1.575,0.0,0.0,PCuAC only
thiobacter,2.0,2.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
tepidicella,2.0,2.0,0.0,0.7475,0.749,0.7505,0.0,0.0029999999999998916,PCuAC only
terrihabitans,2.0,1.0,1.0,0.709,0.709,0.709,0.5,0.0,Mixed
zhongshania,2.0,2.0,0.0,0.19375,0.3875,0.58125,0.0,0.38750000000000007,PCuAC only
magnetospirillum,2.0,2.0,0.0,0.72725,0.7355,0.74375,0.0,0.01650000000000007,PCuAC only
magnetovibrio,2.0,2.0,0.0,0.70175,0.7095,0.71725,0.0,0.01550000000000007,PCuAC only
malikia,2.0,2.0,0.0,1.471,1.471,1.471,0.0,0.0,PCuAC only
wenxinia,2.0,2.0,0.0,0.188,0.376,0.5640000000000001,0.0,0.37600000000000006,PCuAC only
mangrovicoccus,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
marilutibacter,2.0,1.0,1.0,0.7262500000000001,0.7275,0.72875,0.5,0.0024999999999999467,Mixed
marimonas,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
marinarcus,2.0,2.0,0.0,0.74225,0.7435,0.74475,0.0,0.0025000000000000577,PCuAC only
marinicella,2.0,2.0,0.0,0.778,0.781,0.784,0.0,0.006000000000000005,PCuAC only
marinimicrobium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
verminephrobacter,2.0,2.0,0.0,0.7360000000000001,0.7470000000000001,0.758,0.0,0.02199999999999991,PCuAC only
uruburuella,2.0,0.0,2.0,0.66325,0.6645,0.66575,1.0,0.0024999999999999467,Both proteins
tistrella,2.0,2.0,0.0,0.7065,0.7090000000000001,0.7115,0.0,0.0050000000000000044,PCuAC only
marinovum,2.0,2.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
maritalea,2.0,2.0,0.0,0.188,0.376,0.5640000000000001,0.0,0.37600000000000006,PCuAC only
thiorhodococcus,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thiodictyon,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
thermomonas,2.0,0.0,2.0,0.9885,1.1640000000000001,1.3395000000000001,1.0,0.3510000000000001,Both proteins
thalassobaculum,2.0,2.0,0.0,0.17975,0.3595,0.53925,0.0,0.35950000000000004,PCuAC only
mesobacterium,2.0,2.0,0.0,0.19375,0.3875,0.58125,0.0,0.38750000000000007,PCuAC only
methylopila,2.0,2.0,0.0,0.7152499999999999,0.7164999999999999,0.71775,0.0,0.0025000000000000577,PCuAC only
sandarakinorhabdus,2.0,2.0,0.0,0.17975,0.3595,0.53925,0.0,0.35950000000000004,PCuAC only
methylosinus,2.0,1.0,1.0,0.75025,0.7545,0.75875,0.5,0.008500000000000063,Mixed
pseudaquabacterium,2.0,2.0,0.0,0.75475,0.7635000000000001,0.77225,0.0,0.01749999999999996,PCuAC only
pseudaestuariivita,2.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,Mixed
pseudacidovorax,2.0,2.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
porticoccus,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
polycladidibacter,2.0,2.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
plesiomonas,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
planktotalea,2.0,2.0,0.0,0.19225,0.3845,0.57675,0.0,0.38449999999999995,PCuAC only
planktomarina,2.0,2.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
piscinibacter,2.0,2.0,0.0,1.53125,1.5585,1.5857499999999998,0.0,0.05449999999999977,PCuAC only
oceanicaulis,2.0,2.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
phycobacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
phreatobacter,2.0,2.0,0.0,0.70275,0.7064999999999999,0.7102499999999999,0.0,0.007499999999999951,PCuAC only
persephonella,2.0,2.0,0.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,0.0,0.0,PCuAC only
peristeroidobacter,2.0,0.0,2.0,0.76725,0.7825,0.7977500000000001,1.0,0.030500000000000083,Both proteins
oerskovia,2.0,1.0,1.0,0.758,0.758,0.758,0.5,0.0,Mixed
pelagimonas,2.0,2.0,0.0,0.19225,0.3845,0.57675,0.0,0.38449999999999995,PCuAC only
orrella,2.0,2.0,0.0,0.7102499999999999,0.7115,0.71275,0.0,0.0025000000000000577,PCuAC only
pelagibius,2.0,2.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
parvibaculum,2.0,2.0,0.0,0.7345,0.744,0.7535000000000001,0.0,0.019000000000000017,PCuAC only
pacificibacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
parashewanella,2.0,2.0,0.0,0.2,0.4,0.6000000000000001,0.0,0.4000000000000001,PCuAC only
parahoeflea,2.0,2.0,0.0,0.188,0.376,0.5640000000000001,0.0,0.37600000000000006,PCuAC only
pseudaminobacter,2.0,1.0,1.0,0.8825000000000001,1.061,1.2395,0.5,0.357,Mixed
lutimaribacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
sphingorhabdus,2.0,2.0,0.0,0.71675,0.7195,0.7222500000000001,0.0,0.00550000000000006,PCuAC only
pseudogulbenkiania,2.0,1.0,1.0,0.735,0.735,0.735,0.5,0.0,Mixed
solilutibacter,2.0,0.0,2.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,1.0,0.0,Both proteins
microbaculum,2.0,2.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
sinobacterium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
serpentinimonas,2.0,2.0,0.0,0.713,0.7170000000000001,0.7210000000000001,0.0,0.008000000000000118,PCuAC only
sedimentitalea,2.0,2.0,0.0,0.1825,0.365,0.5475,0.0,0.365,PCuAC only
salibaculum,2.0,2.0,0.0,0.1865,0.373,0.5595,0.0,0.373,PCuAC only
sagittula,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
roseitalea,2.0,2.0,0.0,0.17975,0.3595,0.53925,0.0,0.35950000000000004,PCuAC only
microvirgula,2.0,2.0,0.0,0.96075,1.1915,1.42225,0.0,0.4615,PCuAC only
minwuia,2.0,1.0,1.0,0.19525,0.3905,0.58575,0.5,0.39049999999999996,Mixed
modicisalibacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
rhodosalinus,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
motiliproteus,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
myceligenerans,2.0,2.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
rhodoplanes,2.0,2.0,0.0,0.704,0.709,0.714,0.0,0.010000000000000009,PCuAC only
reinekea,2.0,2.0,0.0,0.766,0.769,0.772,0.0,0.006000000000000005,PCuAC only
neoaquamicrobium,2.0,0.0,2.0,0.7065,0.7090000000000001,0.7115,1.0,0.0050000000000000044,Both proteins
neoroseomonas,2.0,2.0,0.0,0.74225,0.7435,0.74475,0.0,0.0025000000000000577,PCuAC only
ningiella,2.0,2.0,0.0,0.93725,1.1225,1.30775,0.0,0.37049999999999994,PCuAC only
psychromarinibacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudoteredinibacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudodonghicola,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
moritella,2.0,2.0,0.0,0.7155,0.722,0.7284999999999999,0.0,0.0129999999999999,PCuAC only
derxia,2.0,2.0,0.0,0.7205,0.722,0.7235,0.0,0.0030000000000000027,PCuAC only
gulbenkiania,2.0,2.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
aliirhizobium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
alicycliphilus,2.0,1.0,1.0,0.763,0.763,0.763,0.5,0.0,Mixed
aliamphritea,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
helicobacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
azospira,2.0,2.0,0.0,0.37025,0.7405,1.1107500000000001,0.0,0.7405000000000002,PCuAC only
aliagarivorans,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
dongia,2.0,2.0,0.0,0.73775,0.7404999999999999,0.74325,0.0,0.005499999999999949,PCuAC only
donghicola,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
herbidospora,2.0,2.0,0.0,0.76075,0.7635000000000001,0.76625,0.0,0.005499999999999949,PCuAC only
bathymodiolus,2.0,2.0,0.0,1.50675,1.5095,1.51225,0.0,0.00550000000000006,PCuAC only
beggiatoa,2.0,2.0,0.0,0.76225,0.7665,0.77075,0.0,0.008500000000000063,PCuAC only
belnapia,2.0,2.0,0.0,0.74075,0.7464999999999999,0.75225,0.0,0.011499999999999955,PCuAC only
hyphococcus,2.0,2.0,0.0,0.723,0.727,0.731,0.0,0.008000000000000007,PCuAC only
dechloromonas,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
ahrensia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
agromyces,2.0,1.0,1.0,0.751,0.761,0.771,0.5,0.020000000000000018,Mixed
agrilutibacter,2.0,0.0,2.0,0.8015,0.8029999999999999,0.8045,1.0,0.0030000000000000027,Both proteins
bermanella,2.0,2.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
cribrihabitans,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
ketogulonicigenium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
kistimonas,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
azomonas,2.0,2.0,0.0,0.72725,0.7355,0.74375,0.0,0.01650000000000007,PCuAC only
atopomonas,2.0,2.0,0.0,0.73125,0.7324999999999999,0.73375,0.0,0.0025000000000000577,PCuAC only
consotaella,2.0,2.0,0.0,0.6965,0.6990000000000001,0.7015,0.0,0.0050000000000000044,PCuAC only
allochromatium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aquaspirillum,2.0,2.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
fodinicurvata,2.0,0.0,2.0,0.752,0.752,0.752,1.0,0.0,Both proteins
antarcticimicrobium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
andreprevotia,2.0,2.0,0.0,0.90425,1.0895,1.27475,0.0,0.37050000000000005,PCuAC only
anaerolinea,2.0,2.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
arenimonas,2.0,1.0,1.0,1.07125,1.4235,1.77575,0.5,0.7044999999999999,Mixed
ferrovibrio,2.0,2.0,0.0,0.1865,0.373,0.5595,0.0,0.373,PCuAC only
franzmannia,2.0,2.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
amphritea,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
arhodomonas,2.0,2.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
amaricoccus,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,Both proteins
alysiella,2.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,Mixed
frigidibacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
arminella,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
falsiroseomonas,2.0,2.0,0.0,0.73925,0.7435,0.74775,0.0,0.008500000000000063,PCuAC only
arthrobacter,2.0,2.0,0.0,0.7475,0.749,0.7505,0.0,0.0029999999999998916,PCuAC only
alloyangia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
allomesorhizobium,2.0,2.0,0.0,0.7152499999999999,0.7164999999999999,0.71775,0.0,0.0025000000000000577,PCuAC only
gelidimonas,2.0,2.0,0.0,0.76225,0.7665,0.77075,0.0,0.008500000000000063,PCuAC only
giesbergeria,2.0,2.0,0.0,0.926,1.111,1.296,0.0,0.37,PCuAC only
gilvimarinus,2.0,1.0,1.0,1.7217500000000001,1.9055,2.0892500000000003,0.5,0.36750000000000016,Mixed
corynebacterium,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
aquifex,2.0,2.0,0.0,0.7887500000000001,0.7905,0.7922499999999999,0.0,0.0034999999999998366,PCuAC only
cognatiyoonia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
lichenibacterium,2.0,2.0,0.0,0.7102499999999999,0.7115,0.71275,0.0,0.0025000000000000577,PCuAC only
cognatishimia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
chloroflexus,2.0,1.0,1.0,0.769,0.769,0.769,0.5,0.0,Mixed
chitinolyticbacter,2.0,2.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
burkholderia,2.0,2.0,0.0,0.78425,0.7875,0.79075,0.0,0.00649999999999995,PCuAC only
leeia,2.0,2.0,0.0,0.76075,0.7635000000000001,0.76625,0.0,0.005499999999999949,PCuAC only
caenispirillum,2.0,1.0,1.0,0.723,0.727,0.731,0.5,0.008000000000000007,Mixed
lautropia,2.0,2.0,0.0,0.1825,0.365,0.5475,0.0,0.365,PCuAC only
litoreibacter,2.0,2.0,0.0,0.19225,0.3845,0.57675,0.0,0.38449999999999995,PCuAC only
aerolutibacter,2.0,0.0,2.0,0.787,0.787,0.787,1.0,0.0,Both proteins
aestuariispira,2.0,2.0,0.0,0.73775,0.7404999999999999,0.74325,0.0,0.005499999999999949,PCuAC only
cobetia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
acidimangrovimonas,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
caldilinea,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
lampropedia,2.0,2.0,0.0,0.88525,1.0565,1.22775,0.0,0.3424999999999999,PCuAC only
chthonobacter,2.0,2.0,0.0,0.9137500000000001,1.0755,1.23725,0.0,0.3234999999999999,PCuAC only
chachezhania,2.0,2.0,0.0,0.188,0.376,0.5640000000000001,0.0,0.37600000000000006,PCuAC only
actinomadura,2.0,1.0,1.0,0.7535000000000001,0.755,0.7565,0.5,0.0029999999999998916,Mixed
lentibacter,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
seminibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
catenovulum,1.0,1.0,0.0,1.504,1.504,1.504,0.0,0.0,PCuAC only
asticcacaulis,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
serpens,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
ascidiaceihabitans,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
casimicrobium,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
bowmanella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
rhabdaerophilum,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
segnochrobactrum,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
raskinella,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
sediminimonas,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
sediminihabitans,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
rhabdonatronobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
sedimentimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
attibartonella,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
sapientia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
carbonatibacter,1.0,0.0,1.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,1.0,0.0,Both proteins
aurantimicrobium,1.0,1.0,0.0,1.5270000000000001,1.5270000000000001,1.5270000000000001,0.0,0.0,PCuAC only
sandaracinobacteroides,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
sheuella,1.0,1.0,0.0,1.46,1.46,1.46,0.0,0.0,PCuAC only
siculibacillus,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
cellulosimicrobium,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
sinimarinibacterium,1.0,0.0,1.0,0.8,0.8,0.8,1.0,0.0,Both proteins
skiveiella,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
aquimixticola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
sinosporangium,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
sinorhizobium/ensifer,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
aquimonas,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
aquisalimonas,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
puniceispirillum,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
sinisalibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
puribacter,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
pyranulibacter,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
pyruvatibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
arsenicitalea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
simonsiella,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
qipengyuania,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
quatrionicoccus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
silicimonas,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
quisquiliibacterium,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
sideroxydans,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
salinivibrio,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
siccirubricoccus,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
shumkonia,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
cellvibrio,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
azoarcus,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
azorhizobium,1.0,1.0,0.0,0.699,0.699,0.699,0.0,0.0,PCuAC only
salinisphaera,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
robiginitomaculum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
beijerinckia,1.0,1.0,0.0,1.399,1.399,1.399,0.0,0.0,PCuAC only
roseisalinus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
bellilinea,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
roseiflexus,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
roseicitreum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
roseicella,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
benzoatithermus,1.0,1.0,0.0,1.504,1.504,1.504,0.0,0.0,PCuAC only
roseibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
roseibaca,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
roseiarcus,1.0,0.0,1.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,1.0,0.0,Both proteins
bergeriella,1.0,0.0,1.0,0.641,0.641,0.641,1.0,0.0,Both proteins
breoghania,1.0,1.0,0.0,0.694,0.694,0.694,0.0,0.0,PCuAC only
salinimonas,1.0,1.0,0.0,1.493,1.493,1.493,0.0,0.0,PCuAC only
blastococcus,1.0,1.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
rhodoligotrophos,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
rhodovibrio,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
rhodovastum,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
rhodospirillum,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
rhodospira,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
rhodoluna,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
blastomonas,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
borborobacter,1.0,0.0,1.0,0.714,0.714,0.714,1.0,0.0,Both proteins
bowdeniella,1.0,0.0,1.0,0.775,0.775,0.775,1.0,0.0,Both proteins
rhodopila,1.0,0.0,1.0,0.752,0.752,0.752,1.0,0.0,Both proteins
roseitranquillus,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
aquidulcibacter,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
rhodocista,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
bauldia,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
salinarimonas,1.0,1.0,0.0,0.8,0.8,0.8,0.0,0.0,PCuAC only
candidimonas,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
