model,accuracy,naive_baseline_accuracy,precision,recall,f1,f1_macro,roc_auc,pr_auc
logistic_regression,0.7454128440366973,0.7889908256880733,0.43870967741935485,0.7391304347826086,0.5506072874493927,0.6865036437246963,0.8064648634984832,0.5366437447546821
random_forest,0.8853211009174312,0.7889908256880733,0.7282608695652174,0.7282608695652174,0.7282608695652174,0.8277932254802831,0.9382899393326591,0.8097143967948784
