genus,n_species,n_negative,n_positive,q25,median_pct,q75,prop_positive,iqr_pct,composition
dactylosporangium,2.0,2.0,0.0,1.27,1.27,1.27,0.0,0.0,NirK only
gillisia,2.0,2.0,0.0,0.27549999999999997,0.27599999999999997,0.27649999999999997,0.0,0.0010000000000000009,NirK only
euzebya,2.0,2.0,0.0,1.393,1.393,1.393,0.0,0.0,NirK only
gallibacterium,2.0,2.0,0.0,0.297,0.297,0.297,0.0,0.0,NirK only
flavimobilis,2.0,2.0,0.0,0.955,0.955,0.955,0.0,0.0,NirK only
caulobacter,2.0,1.0,1.0,0.321,0.321,0.321,0.5,0.0,Mixed
solitalea,2.0,2.0,0.0,0.27599999999999997,0.27699999999999997,0.27799999999999997,0.0,0.0020000000000000018,NirK only
jannaschia,2.0,1.0,1.0,0.627,0.629,0.631,0.5,0.0040000000000000036,Mixed
isoptericola,2.0,2.0,0.0,1.0442500000000001,1.1235,1.20275,0.0,0.15849999999999986,NirK only
faucicola,2.0,2.0,0.0,0.2605,0.261,0.2615,0.0,0.0010000000000000009,NirK only
jonesia,2.0,2.0,0.0,1.271,1.272,1.2730000000000001,0.0,0.002000000000000224,NirK only
chromohalobacter,2.0,2.0,0.0,0.27125,0.2755,0.27975000000000005,0.0,0.008500000000000063,NirK only
actinomyces,2.0,2.0,0.0,0.7242500000000001,0.8075000000000001,0.89075,0.0,0.16649999999999998,NirK only
christiangramia,2.0,2.0,0.0,0.34274999999999994,0.4125,0.48224999999999996,0.0,0.1395,NirK only
xenophilus,2.0,2.0,0.0,0.294,0.294,0.294,0.0,0.0,NirK only
xanthomarina,2.0,2.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
zhouia,2.0,2.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
psychroflexus,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
timonella,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
alcanivorax,1.0,1.0,0.0,0.293,0.293,0.293,0.0,0.0,NirK only
thermoflavifilum,1.0,1.0,0.0,0.615,0.615,0.615,0.0,0.0,NirK only
pseudofulvimonas,1.0,1.0,0.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.0,0.0,NirK only
pseudorhodoferax,1.0,1.0,0.0,0.292,0.292,0.292,0.0,0.0,NirK only
pseudogulbenkiania,1.0,0.0,1.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,1.0,0.0,Both proteins
pseudozobellia,1.0,1.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
thiemannella,1.0,1.0,0.0,1.27,1.27,1.27,0.0,0.0,NirK only
thermoflexus,1.0,1.0,0.0,0.9259999999999999,0.9259999999999999,0.9259999999999999,0.0,0.0,NirK only
thermostaphylospora,1.0,0.0,1.0,1.262,1.262,1.262,1.0,0.0,Both proteins
thermorudis,1.0,1.0,0.0,0.309,0.309,0.309,0.0,0.0,NirK only
thermopolyspora,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
thermomonospora,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
agrococcus,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
actinocrinis,1.0,1.0,0.0,0.9650000000000001,0.9650000000000001,0.9650000000000001,0.0,0.0,NirK only
pseudovibrio,1.0,0.0,1.0,0.9289999999999999,0.9289999999999999,0.9289999999999999,1.0,0.0,Both proteins
pseudopropionibacterium,1.0,1.0,0.0,1.27,1.27,1.27,0.0,0.0,NirK only
sinorhizobium/ensifer,1.0,0.0,1.0,0.316,0.316,0.316,1.0,0.0,Both proteins
uliginosibacterium,1.0,0.0,1.0,0.305,0.305,0.305,1.0,0.0,Both proteins
tistlia,1.0,0.0,1.0,0.312,0.312,0.312,1.0,0.0,Both proteins
pseudaminobacter,1.0,0.0,1.0,0.28600000000000003,0.28600000000000003,0.28600000000000003,1.0,0.0,Both proteins
zemynaea,1.0,1.0,0.0,0.281,0.281,0.281,0.0,0.0,NirK only
phototrophicus,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
allohahella,1.0,0.0,1.0,0.281,0.281,0.281,1.0,0.0,Both proteins
phytoactinopolyspora,1.0,1.0,0.0,0.968,0.968,0.968,0.0,0.0,NirK only
piscicoccus,1.0,1.0,0.0,1.587,1.587,1.587,0.0,0.0,NirK only
planobacterium,1.0,1.0,0.0,0.304,0.304,0.304,0.0,0.0,NirK only
yimella,1.0,1.0,0.0,0.971,0.971,0.971,0.0,0.0,NirK only
yanghanlia,1.0,0.0,1.0,0.563,0.563,0.563,1.0,0.0,Both proteins
pleomorphovibrio,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
actinocorallia,1.0,1.0,0.0,1.27,1.27,1.27,0.0,0.0,NirK only
wielerella,1.0,0.0,1.0,0.26,0.26,0.26,1.0,0.0,Both proteins
wenyingzhuangia,1.0,1.0,0.0,0.27699999999999997,0.27699999999999997,0.27699999999999997,0.0,0.0,NirK only
vreelandella,1.0,0.0,1.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,1.0,0.0,Both proteins
alitibacter,1.0,1.0,0.0,0.295,0.295,0.295,0.0,0.0,NirK only
villigracilis,1.0,0.0,1.0,0.28800000000000003,0.28800000000000003,0.28800000000000003,1.0,0.0,Both proteins
alicycliphilus,1.0,0.0,1.0,0.292,0.292,0.292,1.0,0.0,Both proteins
variovorax,1.0,1.0,0.0,0.292,0.292,0.292,0.0,0.0,NirK only
pontimicrobium,1.0,1.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
populibacterium,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
povalibacter,1.0,1.0,0.0,0.268,0.268,0.268,0.0,0.0,NirK only
prauserella,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
prescottella,1.0,1.0,0.0,0.9650000000000001,0.9650000000000001,0.9650000000000001,0.0,0.0,NirK only
thermobaculum,1.0,0.0,1.0,0.877,0.877,0.877,1.0,0.0,Both proteins
turneriella,1.0,1.0,0.0,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.0,0.0,NirK only
propioniferax,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
propylenella,1.0,0.0,1.0,0.318,0.318,0.318,1.0,0.0,Both proteins
prosthecobacter,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
pseudactinotalea,1.0,1.0,0.0,0.946,0.946,0.946,0.0,0.0,NirK only
pseudaestuariivita,1.0,0.0,1.0,0.629,0.629,0.629,1.0,0.0,Both proteins
thermobifida,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
thalassomonas,1.0,0.0,1.0,0.27999999999999997,0.27999999999999997,0.27999999999999997,1.0,0.0,Both proteins
thermanaerothrix,1.0,1.0,0.0,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.0,0.0,NirK only
stenoxybacter,1.0,1.0,0.0,0.266,0.266,0.266,0.0,0.0,NirK only
aeriscardovia,1.0,1.0,0.0,1.303,1.303,1.303,0.0,0.0,NirK only
aegicerorhabdus,1.0,0.0,1.0,0.27899999999999997,0.27899999999999997,0.27899999999999997,1.0,0.0,Both proteins
salinibacter,1.0,1.0,0.0,0.9119999999999999,0.9119999999999999,0.9119999999999999,0.0,0.0,NirK only
salana,1.0,1.0,0.0,1.238,1.238,1.238,0.0,0.0,NirK only
sphingosinicella,1.0,1.0,0.0,0.316,0.316,0.316,0.0,0.0,NirK only
splendidivirga,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
saccharicrinis,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
rubrilithobacter,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
ruicaihuangia,1.0,0.0,1.0,0.946,0.946,0.946,1.0,0.0,Both proteins
steroidobacter,1.0,0.0,1.0,0.27,0.27,0.27,1.0,0.0,Both proteins
actomonas,1.0,1.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
streptoverticillium,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
subsaximicrobium,1.0,1.0,0.0,0.28300000000000003,0.28300000000000003,0.28300000000000003,0.0,0.0,NirK only
rubrivirga,1.0,1.0,0.0,0.298,0.298,0.298,0.0,0.0,NirK only
sphaerobacter,1.0,0.0,1.0,0.617,0.617,0.617,1.0,0.0,Both proteins
speluncibacter,1.0,1.0,0.0,0.9650000000000001,0.9650000000000001,0.9650000000000001,0.0,0.0,NirK only
salisaeta,1.0,1.0,0.0,0.621,0.621,0.621,0.0,0.0,NirK only
salsipaludibacter,1.0,1.0,0.0,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.0,0.0,NirK only
sandaracinus,1.0,1.0,0.0,0.545,0.545,0.545,0.0,0.0,NirK only
aerosticca,1.0,1.0,0.0,0.266,0.266,0.266,0.0,0.0,NirK only
peteryoungia,1.0,0.0,1.0,0.318,0.318,0.318,1.0,0.0,Both proteins
specibacter,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
segeticoccus,1.0,1.0,0.0,1.592,1.592,1.592,0.0,0.0,NirK only
silicimonas,1.0,0.0,1.0,0.621,0.621,0.621,1.0,0.0,Both proteins
silvimonas,1.0,0.0,1.0,0.306,0.306,0.306,1.0,0.0,Both proteins
simonsiella,1.0,0.0,1.0,0.258,0.258,0.258,1.0,0.0,Both proteins
simplicispira,1.0,1.0,0.0,1.2309999999999999,1.2309999999999999,1.2309999999999999,0.0,0.0,NirK only
sinimarinibacterium,1.0,0.0,1.0,0.269,0.269,0.269,1.0,0.0,Both proteins
sinomicrobium,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
solimonas,1.0,1.0,0.0,0.272,0.272,0.272,0.0,0.0,NirK only
aerobium,1.0,0.0,1.0,0.625,0.625,0.625,1.0,0.0,Both proteins
rubritalea,1.0,1.0,0.0,0.272,0.272,0.272,0.0,0.0,NirK only
ruania,1.0,1.0,0.0,1.286,1.286,1.286,0.0,0.0,NirK only
psychrosphaera,1.0,0.0,1.0,0.27899999999999997,0.27899999999999997,0.27899999999999997,1.0,0.0,Both proteins
testudinibacter,1.0,1.0,0.0,0.295,0.295,0.295,0.0,0.0,NirK only
rhabdothermincola,1.0,1.0,0.0,1.333,1.333,1.333,0.0,0.0,NirK only
rathayibacter,1.0,1.0,0.0,0.955,0.955,0.955,0.0,0.0,NirK only
terrisphaera,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
rarobacter,1.0,1.0,0.0,1.286,1.286,1.286,0.0,0.0,NirK only
aggregatilinea,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
actinorugispora,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
thalassiella,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
aestuariivivens,1.0,1.0,0.0,0.281,0.281,0.281,0.0,0.0,NirK only
sinorhizobium,1.0,0.0,1.0,0.316,0.316,0.316,1.0,0.0,Both proteins
raineyella,1.0,1.0,0.0,1.582,1.582,1.582,0.0,0.0,NirK only
qipengyuania,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
putridiphycobacter,1.0,1.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
thermalbibacter,1.0,1.0,0.0,0.623,0.623,0.623,0.0,0.0,NirK only
pulveribacter,1.0,0.0,1.0,0.292,0.292,0.292,1.0,0.0,Both proteins
terrimesophilobacter,1.0,1.0,0.0,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.0,0.0,NirK only
rhizobacter,1.0,0.0,1.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,1.0,0.0,Both proteins
rhizobium,1.0,0.0,1.0,0.329,0.329,0.329,1.0,0.0,Both proteins
rhizomicrobium,1.0,0.0,1.0,0.308,0.308,0.308,1.0,0.0,Both proteins
rhizomonospora,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
aggregatibacter,1.0,1.0,0.0,0.294,0.294,0.294,0.0,0.0,NirK only
terrihabitans,1.0,0.0,1.0,0.28600000000000003,0.28600000000000003,0.28600000000000003,1.0,0.0,Both proteins
rhodoglobus,1.0,1.0,0.0,0.9490000000000001,0.9490000000000001,0.9490000000000001,0.0,0.0,NirK only
rhodopila,1.0,0.0,1.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,1.0,0.0,Both proteins
tepidicaulis,1.0,1.0,0.0,0.651,0.651,0.651,0.0,0.0,NirK only
tamlana,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
affinirhizobium,1.0,0.0,1.0,0.317,0.317,0.317,1.0,0.0,Both proteins
taklimakanibacter,1.0,0.0,1.0,0.311,0.311,0.311,1.0,0.0,Both proteins
sulfuriferula,1.0,1.0,0.0,0.559,0.559,0.559,0.0,0.0,NirK only
roseiarcus,1.0,0.0,1.0,0.5559999999999999,0.5559999999999999,0.5559999999999999,1.0,0.0,Both proteins
roseomonas,1.0,0.0,1.0,0.627,0.627,0.627,1.0,0.0,Both proteins
sulfitobacter,1.0,0.0,1.0,0.629,0.629,0.629,1.0,0.0,Both proteins
petrachloros,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NirK only
cellulophaga,1.0,1.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
persicimonas,1.0,1.0,0.0,0.28500000000000003,0.28500000000000003,0.28500000000000003,0.0,0.0,NirK only
galliscardovia,1.0,1.0,0.0,1.6230000000000002,1.6230000000000002,1.6230000000000002,0.0,0.0,NirK only
hydrocarboniclastica,1.0,1.0,0.0,0.281,0.281,0.281,0.0,0.0,NirK only
hwangdonia,1.0,1.0,0.0,0.549,0.549,0.549,0.0,0.0,NirK only
humibacillus,1.0,1.0,0.0,1.608,1.608,1.608,0.0,0.0,NirK only
horticoccus,1.0,1.0,0.0,0.5459999999999999,0.5459999999999999,0.5459999999999999,0.0,0.0,NirK only
homoserinimonas,1.0,1.0,0.0,0.955,0.955,0.955,0.0,0.0,NirK only
homoserinibacter,1.0,1.0,0.0,0.923,0.923,0.923,0.0,0.0,NirK only
hoeflea,1.0,0.0,1.0,0.9369999999999999,0.9369999999999999,0.9369999999999999,1.0,0.0,Both proteins
helcobacillus,1.0,0.0,1.0,0.641,0.641,0.641,1.0,0.0,Both proteins
hanstruepera,1.0,1.0,0.0,0.27799999999999997,0.27799999999999997,0.27799999999999997,0.0,0.0,NirK only
haloflavibacter,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
halofilum,1.0,1.0,0.0,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.0,0.0,NirK only
haloechinothrix,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
halocynthiibacter,1.0,0.0,1.0,1.246,1.246,1.246,1.0,0.0,Both proteins
halalkalibaculum,1.0,1.0,0.0,0.613,0.613,0.613,0.0,0.0,NirK only
granulicoccus,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
belliella,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
bergeriella,1.0,0.0,1.0,0.263,0.263,0.263,1.0,0.0,Both proteins
gilvimarinus,1.0,0.0,1.0,0.28400000000000003,0.28400000000000003,0.28400000000000003,1.0,0.0,Both proteins
bergeyella,1.0,1.0,0.0,0.3,0.3,0.3,0.0,0.0,NirK only
hyphobacterium,1.0,0.0,1.0,0.319,0.319,0.319,1.0,0.0,Both proteins
hyphomicrobium,1.0,0.0,1.0,0.28600000000000003,0.28600000000000003,0.28600000000000003,1.0,0.0,Both proteins
imtechella,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
kribbia,1.0,1.0,0.0,1.603,1.603,1.603,0.0,0.0,NirK only
limnochorda,1.0,0.0,1.0,0.86,0.86,0.86,1.0,0.0,Both proteins
leptothrix,1.0,0.0,1.0,0.27999999999999997,0.27999999999999997,0.27999999999999997,1.0,0.0,Both proteins
arthrospiribacter,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
leptobacterium,1.0,1.0,0.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.0,0.0,NirK only
lentimicrobium,1.0,1.0,0.0,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.0,0.0,NirK only
leifsonella,1.0,1.0,0.0,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.0,0.0,NirK only
lacunisphaera,1.0,1.0,0.0,0.549,0.549,0.549,0.0,0.0,NirK only
aurantibrevibacter,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
aurantimonas,1.0,0.0,1.0,0.318,0.318,0.318,1.0,0.0,Both proteins
indibacter,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
aureibaculum,1.0,1.0,0.0,0.27299999999999996,0.27299999999999996,0.27299999999999996,0.0,0.0,NirK only
kineosphaera,1.0,1.0,0.0,0.946,0.946,0.946,0.0,0.0,NirK only
keguizhuia,1.0,0.0,1.0,0.28800000000000003,0.28800000000000003,0.28800000000000003,1.0,0.0,Both proteins
aureimonas,1.0,1.0,0.0,0.313,0.313,0.313,0.0,0.0,NirK only
austwickia,1.0,1.0,0.0,0.958,0.958,0.958,0.0,0.0,NirK only
joostella,1.0,1.0,0.0,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.0,0.0,NirK only
autumnicola,1.0,1.0,0.0,0.27899999999999997,0.27899999999999997,0.27899999999999997,0.0,0.0,NirK only
basfia,1.0,1.0,0.0,0.295,0.295,0.295,0.0,0.0,NirK only
geochorda,1.0,1.0,0.0,0.906,0.906,0.906,0.0,0.0,NirK only
gaetbulibacter,1.0,1.0,0.0,0.27699999999999997,0.27699999999999997,0.27699999999999997,0.0,0.0,NirK only
permianibacter,1.0,0.0,1.0,0.557,0.557,0.557,1.0,0.0,Both proteins
borborobacter,1.0,0.0,1.0,0.27999999999999997,0.27999999999999997,0.27999999999999997,1.0,0.0,Both proteins
cytophaga,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
caldinitratiruptor,1.0,1.0,0.0,0.583,0.583,0.583,0.0,0.0,NirK only
calidifontibacter,1.0,1.0,0.0,0.955,0.955,0.955,0.0,0.0,NirK only
cupriavidus,1.0,1.0,0.0,0.294,0.294,0.294,0.0,0.0,NirK only
cumulibacter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,NirK only
cryomorpha,1.0,1.0,0.0,0.272,0.272,0.272,0.0,0.0,NirK only
camelimonas,1.0,1.0,0.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.0,0.0,NirK only
cruoricaptor,1.0,1.0,0.0,0.3,0.3,0.3,0.0,0.0,NirK only
croceitalea,1.0,1.0,0.0,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.0,0.0,NirK only
cricetibacter,1.0,1.0,0.0,0.299,0.299,0.299,0.0,0.0,NirK only
carbonactinospora,1.0,1.0,0.0,1.262,1.262,1.262,0.0,0.0,NirK only
carbonatibacter,1.0,0.0,1.0,0.9369999999999999,0.9369999999999999,0.9369999999999999,1.0,0.0,Both proteins
catellatospora,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
catenovulum,1.0,1.0,0.0,0.281,0.281,0.281,0.0,0.0,NirK only
citreimonas,1.0,1.0,0.0,0.635,0.635,0.635,0.0,0.0,NirK only
chthoniobacter,1.0,1.0,0.0,0.272,0.272,0.272,0.0,0.0,NirK only
cauispirillum,1.0,1.0,0.0,0.643,0.643,0.643,0.0,0.0,NirK only
chelativorans,1.0,0.0,1.0,0.623,0.623,0.623,1.0,0.0,Both proteins
changchengzhania,1.0,1.0,0.0,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.0,0.0,NirK only
defluviilinea,1.0,1.0,0.0,0.909,0.909,0.909,0.0,0.0,NirK only
desertivirga,1.0,1.0,0.0,0.549,0.549,0.549,0.0,0.0,NirK only
devriesea,1.0,1.0,0.0,0.637,0.637,0.637,0.0,0.0,NirK only
ferruginivarius,1.0,0.0,1.0,0.633,0.633,0.633,1.0,0.0,Both proteins
fontibacter,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
fodinibacter,1.0,1.0,0.0,1.27,1.27,1.27,0.0,0.0,NirK only
flindersiella,1.0,1.0,0.0,1.572,1.572,1.572,0.0,0.0,NirK only
flexifilum,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
brackiella,1.0,1.0,0.0,0.271,0.271,0.271,0.0,0.0,NirK only
flavihumibacter,1.0,1.0,0.0,0.297,0.297,0.297,0.0,0.0,NirK only
flavicella,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
bradymonas,1.0,1.0,0.0,0.567,0.567,0.567,0.0,0.0,NirK only
ferrovibrio,1.0,1.0,0.0,0.314,0.314,0.314,0.0,0.0,NirK only
caenispirillum,1.0,0.0,1.0,0.635,0.635,0.635,1.0,0.0,Both proteins
ferrigenium,1.0,1.0,0.0,1.254,1.254,1.254,0.0,0.0,NirK only
exercitatus,1.0,1.0,0.0,0.295,0.295,0.295,0.0,0.0,NirK only
eoetvoesiella,1.0,1.0,0.0,1.246,1.246,1.246,0.0,0.0,NirK only
enteractinococcus,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
enemella,1.0,1.0,0.0,0.955,0.955,0.955,0.0,0.0,NirK only
empedobacter,1.0,1.0,0.0,0.303,0.303,0.303,0.0,0.0,NirK only
brucella,1.0,0.0,1.0,0.316,0.316,0.316,1.0,0.0,Both proteins
egicoccus,1.0,1.0,0.0,0.293,0.293,0.293,0.0,0.0,NirK only
limnovirga,1.0,1.0,0.0,0.27799999999999997,0.27799999999999997,0.27799999999999997,0.0,0.0,NirK only
litchfieldella,1.0,0.0,1.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,1.0,0.0,Both proteins
litoribacter,1.0,1.0,0.0,0.271,0.271,0.271,0.0,0.0,NirK only
lotipaludicoccus,1.0,1.0,0.0,0.281,0.281,0.281,0.0,0.0,NirK only
alsobacter,1.0,0.0,1.0,0.313,0.313,0.313,1.0,0.0,Both proteins
alterluteimonas,1.0,1.0,0.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.0,0.0,NirK only
oceanihabitans,1.0,1.0,0.0,0.27699999999999997,0.27699999999999997,0.27699999999999997,0.0,0.0,NirK only
nucleicultrix,1.0,1.0,0.0,0.647,0.647,0.647,0.0,0.0,NirK only
novimethylophilus,1.0,0.0,1.0,0.5559999999999999,0.5559999999999999,0.5559999999999999,1.0,0.0,Both proteins
alterotamlana,1.0,1.0,0.0,0.27899999999999997,0.27899999999999997,0.27899999999999997,0.0,0.0,NirK only
nostoc,1.0,1.0,0.0,0.28400000000000003,0.28400000000000003,0.28400000000000003,0.0,0.0,NirK only
alysiella,1.0,0.0,1.0,0.26,0.26,0.26,1.0,0.0,Both proteins
cerina,1.0,1.0,0.0,0.27399999999999997,0.27399999999999997,0.27399999999999997,0.0,0.0,NirK only
nitrosococcus,1.0,1.0,0.0,0.567,0.567,0.567,0.0,0.0,NirK only
nitronereus,1.0,1.0,0.0,0.621,0.621,0.621,0.0,0.0,NirK only
nevskia,1.0,1.0,0.0,0.27899999999999997,0.27899999999999997,0.27899999999999997,0.0,0.0,NirK only
neopararhizobium,1.0,1.0,0.0,0.943,0.943,0.943,0.0,0.0,NirK only
neomicrothrix,1.0,1.0,0.0,1.1400000000000001,1.1400000000000001,1.1400000000000001,0.0,0.0,NirK only
ammonicoccus,1.0,1.0,0.0,1.582,1.582,1.582,0.0,0.0,NirK only
negadavirga,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
natronocytophaga,1.0,1.0,0.0,0.27,0.27,0.27,0.0,0.0,NirK only
amniculibacterium,1.0,1.0,0.0,0.3,0.3,0.3,0.0,0.0,NirK only
ancrocorticia,1.0,1.0,0.0,1.629,1.629,1.629,0.0,0.0,NirK only
oceanitalea,1.0,1.0,0.0,1.582,1.582,1.582,0.0,0.0,NirK only
allosphingosinicella,1.0,1.0,0.0,0.316,0.316,0.316,0.0,0.0,NirK only
oleiharenicola,1.0,1.0,0.0,0.549,0.549,0.549,0.0,0.0,NirK only
parapusillimonas,1.0,1.0,0.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.0,0.0,NirK only
peptidiphaga,1.0,1.0,0.0,1.9290000000000003,1.9290000000000003,1.9290000000000003,0.0,0.0,NirK only
pelagivirga,1.0,0.0,1.0,0.629,0.629,0.629,1.0,0.0,Both proteins
pelagicoccus,1.0,1.0,0.0,0.292,0.292,0.292,0.0,0.0,NirK only
peiella,1.0,1.0,0.0,0.319,0.319,0.319,0.0,0.0,NirK only
pedococcus,1.0,1.0,0.0,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.0,0.0,NirK only
pedobacter,1.0,1.0,0.0,0.27499999999999997,0.27499999999999997,0.27499999999999997,0.0,0.0,NirK only
parascardovia,1.0,1.0,0.0,1.294,1.294,1.294,0.0,0.0,NirK only
pararhodobacter,1.0,0.0,1.0,0.625,0.625,0.625,1.0,0.0,Both proteins
allomicrovenator,1.0,1.0,0.0,0.272,0.272,0.272,0.0,0.0,NirK only
oligoflexus,1.0,1.0,0.0,0.826,0.826,0.826,0.0,0.0,NirK only
parachitinimonas,1.0,0.0,1.0,0.27899999999999997,0.27899999999999997,0.27899999999999997,1.0,0.0,Both proteins
paraburkholderia,1.0,1.0,0.0,0.565,0.565,0.565,0.0,0.0,NirK only
paenirhizobium,1.0,0.0,1.0,0.314,0.314,0.314,1.0,0.0,Both proteins
oryzobacter,1.0,1.0,0.0,1.266,1.266,1.266,0.0,0.0,NirK only
alloscardovia,1.0,1.0,0.0,1.311,1.311,1.311,0.0,0.0,NirK only
ornithinicoccus,1.0,1.0,0.0,1.274,1.274,1.274,0.0,0.0,NirK only
ornithinibacter,1.0,1.0,0.0,1.587,1.587,1.587,0.0,0.0,NirK only
ollibium,1.0,0.0,1.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,1.0,0.0,Both proteins
antricoccus,1.0,1.0,0.0,0.946,0.946,0.946,0.0,0.0,NirK only
muricoccus,1.0,1.0,0.0,0.317,0.317,0.317,0.0,0.0,NirK only
morococcus,1.0,0.0,1.0,0.257,0.257,0.257,1.0,0.0,Both proteins
mangrovimonas,1.0,1.0,0.0,0.27599999999999997,0.27599999999999997,0.27599999999999997,0.0,0.0,NirK only
marixanthomonas,1.0,1.0,0.0,0.272,0.272,0.272,0.0,0.0,NirK only
maritalea,1.0,1.0,0.0,0.6669999999999999,0.6669999999999999,0.6669999999999999,0.0,0.0,NirK only
marinospirillum,1.0,0.0,1.0,0.28200000000000003,0.28200000000000003,0.28200000000000003,1.0,0.0,Both proteins
aquisalimonas,1.0,1.0,0.0,0.627,0.627,0.627,0.0,0.0,NirK only
arachidicoccus,1.0,1.0,0.0,0.297,0.297,0.297,0.0,0.0,NirK only
mariniluteicoccus,1.0,1.0,0.0,0.955,0.955,0.955,0.0,0.0,NirK only
