model,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
logistic_regression,0.2748640254288761,0.02439129108409762,0.1745646058308646,0.01539276484613677,0.6471417993335801,0.06408046632683442,0.6759360135184461,0.031048934843226808,0.1896708726981419,0.02543402349393339
random_forest,0.309987922453744,0.05549884817355023,0.7570433968762277,0.08282742305862184,0.1962014068863384,0.041054804668748536,0.8058110791938379,0.025806029079114317,0.4518852171139134,0.04916703738359974
