species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
aliiroseovarius sp. f47248l,2926420,Aliiroseovarius sp. F47248L,0,1,pcuac_only,NA,WP_247038823.1,0
marivita sp. s6314,2926406,Marivita sp. S6314,0,1,pcuac_only,NA,WP_247081533.1,0
kordiimonas marina,2872312,Kordiimonas marina,0,1,pcuac_only,NA,WP_247119075.1,1
ancylobacter koreensis,266121,Ancylobacter koreensis,0,1,pcuac_only,NA,WP_247202123.1,1
yoonia sp. f2084l,2926419,Yoonia sp. F2084L,0,1,pcuac_only,NA,WP_247225636.1,0
pseudorhizobium tarimense,1079109,Pseudorhizobium tarimense,0,1,pcuac_only,NA,WP_247245308.1,1
affinirhizobium lemnae,1214924,Affinirhizobium lemnae,0,1,pcuac_only,NA,WP_247261288.1,1
bradyrhizobium sp. 21,2782666,Bradyrhizobium sp. 21,0,1,pcuac_only,NA,WP_247321474.1,0
bradyrhizobium sp. 141,2782617,Bradyrhizobium sp. 141,0,1,pcuac_only,NA,WP_346659412.1,0
bradyrhizobium sp. 35,2782670,Bradyrhizobium sp. 35,0,1,pcuac_only,NA,WP_247395008.1,0
pseudomonas emilianonis,2915812,Pseudomonas emilianonis,0,1,pcuac_only,NA,WP_247404944.1,1
bradyrhizobium sp. 159,2782632,Bradyrhizobium sp. 159,0,1,pcuac_only,NA,WP_247418434.1,0
bradyrhizobium sp. 139,2782616,Bradyrhizobium sp. 139,0,1,pcuac_only,NA,WP_247427388.1,0
bradyrhizobium sp. 44,2782675,Bradyrhizobium sp. 44,0,1,pcuac_only,NA,WP_247435360.1,0
bradyrhizobium sp. cw11,2782684,Bradyrhizobium sp. CW11,0,1,pcuac_only,NA,WP_247453129.1,0
bradyrhizobium sp. 153,2782627,Bradyrhizobium sp. 153,0,1,pcuac_only,NA,WP_247459959.1,0
bradyrhizobium sp. 62,1043588,Bradyrhizobium sp. 62,0,1,pcuac_only,NA,WP_247462424.1,0
bradyrhizobium sp. 149,2782624,Bradyrhizobium sp. 149,0,1,pcuac_only,NA,WP_247498877.1,0
bradyrhizobium sp. 157,2782631,Bradyrhizobium sp. 157,0,1,pcuac_only,NA,WP_247511196.1,0
bradyrhizobium sp. 190,2782658,Bradyrhizobium sp. 190,0,1,pcuac_only,NA,WP_247515394.1,0
bradyrhizobium sp. 199,2782664,Bradyrhizobium sp. 199,0,1,pcuac_only,NA,WP_247526992.1,0
bradyrhizobium sp. 177,2782647,Bradyrhizobium sp. 177,0,1,pcuac_only,NA,WP_247547820.1,0
bradyrhizobium sp. 138,2782615,Bradyrhizobium sp. 138,0,1,pcuac_only,NA,WP_247550676.1,0
methylobacterium sp. 37f,2817058,Methylobacterium sp. 37f,0,1,pcuac_only,NA,WP_247636781.1,0
bradyrhizobium sp. 192,2782660,Bradyrhizobium sp. 192,0,1,pcuac_only,NA,WP_247768247.1,0
bradyrhizobium sp. 170,2782641,Bradyrhizobium sp. 170,0,1,pcuac_only,NA,WP_247786220.1,0
bradyrhizobium sp. 40,2782674,Bradyrhizobium sp. 40,0,1,pcuac_only,NA,WP_247819553.1,0
bradyrhizobium sp. 200,2782665,Bradyrhizobium sp. 200,0,1,pcuac_only,NA,WP_247837183.1,0
bradyrhizobium sp. 186,2782654,Bradyrhizobium sp. 186,0,1,pcuac_only,NA,WP_247983576.1,0
photobacterium sp. ccb-st2h9,2912855,Photobacterium sp. CCB-ST2H9,0,1,pcuac_only,NA,WP_248141758.1,0
roseibium sediminicola,2933272,Roseibium sediminicola,0,1,pcuac_only,NA,WP_248149941.1,1
marinobacter bryozoorum,256324,Marinobacter bryozoorum,0,1,pcuac_only,NA,WP_248235752.1,1
idiomarina aminovorans,2914829,Idiomarina aminovorans,0,1,pcuac_only,NA,WP_248264176.1,1
devosia sp. fkr38,2562312,Devosia sp. FKR38,0,1,pcuac_only,NA,WP_248304846.1,0
devosia sp. 1635,2726066,Devosia sp. 1635,0,1,pcuac_only,NA,WP_248307216.1,0
devosia sp. 919,2726065,Devosia sp. 919,0,1,pcuac_only,NA,WP_248308192.1,0
vibrio sp. 1cm8b,2929167,Vibrio sp. 1CM8B,0,1,pcuac_only,NA,WP_248365830.1,0
aliiroseovarius sp. s1339,2936990,Aliiroseovarius sp. S1339,0,1,pcuac_only,NA,WP_248370170.1,0
vibrio sp. 1cm7h,2929168,Vibrio sp. 1CM7H,0,1,pcuac_only,NA,WP_248380001.1,0
vibrio sp. 1cm23m,2929164,Vibrio sp. 1CM23M,0,1,pcuac_only,NA,WP_248382670.1,0
aliiroseovarius sp. s2029,2936988,Aliiroseovarius sp. S2029,0,1,pcuac_only,NA,WP_248409378.1,0
shewanella sp. 1cm18e,2929169,Shewanella sp. 1CM18E,0,1,pcuac_only,NA,WP_248472056.1,0
pseudomonas sp. cym-20-01,2870750,Pseudomonas sp. CYM-20-01,0,1,pcuac_only,NA,WP_248482135.1,0
neorhizobium turbinariae,2937795,Neorhizobium turbinariae,0,1,pcuac_only,NA,WP_248683408.1,1
sediminicoccus sp. krv36,3133721,Sediminicoccus sp. KRV36,0,1,pcuac_only,NA,WP_248707444.1,0
agarivorans sediminis,261825;2937286;3467457,Agarivorans;Agarivorans sediminis;Agarivorans sp. MS3-6,0,1,pcuac_only,NA,WP_248714192.1,1
pseudomonas sp. mwu12-2037,2928690,Pseudomonas sp. MWU12-2037,0,1,pcuac_only,NA,WP_248746535.1,0
pseudomonas sp. mwu12-2345,2928689,Pseudomonas sp. MWU12-2345,0,1,pcuac_only,NA,WP_248767091.1,0
pseudomonas sp. mwu13-2105,2935074,Pseudomonas sp. MWU13-2105,0,1,pcuac_only,NA,WP_248795897.1,0
pseudomonas sp. mwu13-2100,2935075,Pseudomonas sp. MWU13-2100,0,1,pcuac_only,NA,WP_248803184.1,0
shewanella pneumatophori,314092,Shewanella pneumatophori,0,1,pcuac_only,NA,WP_248950620.1,1
shewanella electrodiphila,934143,Shewanella electrodiphila,0,1,pcuac_only,NA,WP_248955642.1,1
shewanella kaireitica,212021,Shewanella kaireitica,0,1,pcuac_only,NA,WP_248973507.1,1
shewanella abyssi,311789,Shewanella abyssi,0,1,pcuac_only,NA,WP_248979383.1,1
shewanella olleyana,135626,Shewanella olleyana,0,1,pcuac_only,NA,WP_248984255.1,1
shewanella gelidimarina,56813,Shewanella gelidimarina,0,1,pcuac_only,NA,WP_248987221.1,1
shewanella profunda,254793,Shewanella profunda,0,1,pcuac_only,NA,WP_248990177.1,1
shewanella marinintestina,190305,Shewanella marinintestina,0,1,pcuac_only,NA,WP_249000671.1,1
pseudemcibacter aquimaris,2857064,Pseudemcibacter aquimaris,0,1,pcuac_only,NA,WP_249034821.1,1
shewanella algidipiscicola,614070,Shewanella algidipiscicola,0,1,pcuac_only,NA,WP_249038146.1,1
roseinatronobacter domitianus,2940293,Roseinatronobacter domitianus,0,1,pcuac_only,NA,WP_249056519.1,1
pseudomonas sp. gx19020,2942277,Pseudomonas sp. GX19020,0,1,pcuac_only,NA,WP_249496380.1,0
marivita sp. gx14005,2942276,Marivita sp. GX14005,0,1,pcuac_only,NA,WP_249499925.1,0
sphingomonas glaciei,2938948,Sphingomonas glaciei,0,1,pcuac_only,NA,WP_249504785.1,1
bartonella bilalgolemii,2942911,Bartonella bilalgolemii,0,1,pcuac_only,NA,WP_249674867.1,1
pseudomonas abieticivorans,2931382,Pseudomonas abieticivorans,0,1,pcuac_only,NA,WP_249678066.1,1
stappia sp. wlb 29,2925220,Stappia sp. WLB 29,0,1,pcuac_only,NA,WP_249694952.1,0
parendozoicomonas callyspongiae,2942213,Parendozoicomonas callyspongiae,0,1,pcuac_only,NA,WP_249699028.1,1
ruegeria spongiae,2942209,Ruegeria spongiae,0,1,pcuac_only,NA,WP_249708427.1,1
bradyrhizobium sp. c-145,574727,Bradyrhizobium sp. C-145,0,1,pcuac_only,NA,WP_249761666.1,0
sphingomonas alba,2908208,Sphingomonas alba,0,1,pcuac_only,NA,WP_249848776.1,1
pseudomonas sp. t1.ur,2928704,Pseudomonas sp. T1.Ur,0,1,pcuac_only,NA,WP_249876312.1,0
vreelandella olivaria,390919,Vreelandella olivaria,0,1,pcuac_only,NA,WP_249977466.1,1
pseudomonas eutrophicaquae,2934934,Pseudomonas eutrophicaquae,0,1,pcuac_only,NA,WP_250007436.1,1
phyllobacterium sp. 21ldty02-6,2944903,Phyllobacterium sp. 21LDTY02-6,0,1,pcuac_only,NA,WP_250019373.1,0
phaeovulum molybdatiresistens,2934933,Phaeovulum molybdatiresistens,0,1,pcuac_only,NA,WP_250039988.1,1
halomonas gemina,2945105,Halomonas gemina,0,1,pcuac_only,NA,WP_250060225.1,1
halomonas llamarensis,2945104,Halomonas llamarensis,0,1,pcuac_only,NA,WP_250080207.1,1
marinobacter sp. atch36,2945106,Marinobacter sp. ATCH36,0,1,pcuac_only,NA,WP_250090702.1,0
sphingomonas sp. krr8,2942996,Sphingomonas sp. KRR8,0,1,pcuac_only,NA,WP_250118559.1,0
bradyrhizobium denitrificans,2734912;374;376,Bradyrhizobium;Bradyrhizobium sp.;Bradyrhizobium denitrificans,0,1,pcuac_only,NA,WP_250171656.1,1
aeromicrobium fastidiosum,52699,Aeromicrobium fastidiosum,0,1,pcuac_only,NA,WP_250182681.1,1
thalassospira sp. go-4,2946605,Thalassospira sp. GO-4,0,1,pcuac_only,NA,WP_250284775.1,0
vibrio sinus,2946865,Vibrio sinus,0,1,pcuac_only,NA,WP_250612501.1,1
vibrio methylphosphonaticus,2946866,Vibrio methylphosphonaticus,0,1,pcuac_only,NA,WP_250619238.1,1
ciceribacter sichuanensis,1648508;2949647;2949648;2949647,Ciceribacter sichuanensis,0,1,pcuac_only,NA,WP_250916224.1,1
rhizobium sp. cg5,2726076,Rhizobium sp. CG5,0,1,pcuac_only,NA,WP_250956834.1,0
halomonas sp. isl-56,2819149,Halomonas sp. ISL-56,0,1,pcuac_only,NA,WP_251048159.1,0
aureimonas altamirensis,370622,Aureimonas altamirensis,0,1,pcuac_only,NA,WP_251112878.1,1
polynucleobacter sp. mwh-uh25e,1855616,Polynucleobacter sp. MWH-UH25E,0,1,pcuac_only,NA,WP_251372675.1,0
polynucleobacter sp. mwh-uh2a,1855617,Polynucleobacter sp. MWH-UH2A,0,1,pcuac_only,NA,WP_251373503.1,0
hydrogenophaga intermedia,65786,Hydrogenophaga intermedia,0,1,pcuac_only,NA,WP_251707726.1,1
caldimonas mangrovi,2944811,Caldimonas mangrovi,0,1,pcuac_only,NA,WP_251778119.1,1
serpens gallinarum,2763075,Serpens gallinarum,0,1,pcuac_only,NA,WP_251834761.1,1
sneathiella marina,2950108,Sneathiella marina,0,1,pcuac_only,NA,WP_251933662.1,1
vibrio sp. scsio 43140,2819100,Vibrio sp. SCSIO 43140,0,1,pcuac_only,NA,WP_252015826.1,0
endozoicomonas sp. scsio w0465,2918516,Endozoicomonas sp. SCSIO W0465,0,1,pcuac_only,NA,WP_252025175.1,0
vibrio sp. scsio 43155,2819099,Vibrio sp. SCSIO 43155,0,1,pcuac_only,NA,WP_252045226.1,0
xanthomonas prunicola,2053930,Xanthomonas prunicola,0,1,pcuac_only,NA,WP_252161893.1,1
pseudomonas subflava,2952933,Pseudomonas subflava,0,1,pcuac_only,NA,WP_252271657.1,1
cupriavidus sp. wglv3,2919924,Cupriavidus sp. WGlv3,0,1,pcuac_only,NA,WP_252681462.1,0
herbaspirillum sp. wgmk3,2919925,Herbaspirillum sp. WGmk3,0,1,pcuac_only,NA,WP_252696485.1,0
mesorhizobium liriopis,2953882,Mesorhizobium liriopis,0,1,pcuac_only,NA,WP_252821098.1,1
pseudomonas kermanshahensis,2745482;2745482;286;2895482,Pseudomonas kermanshahensis,0,1,pcuac_only,NA,WP_252827335.1,1
parahoeflea alexandrii,288436,Parahoeflea alexandrii,0,1,pcuac_only,NA,WP_252917609.1,1
paracoccus sp. 08,2606624,Paracoccus sp. 08,0,1,pcuac_only,NA,WP_252929790.1,0
oceanicola sp. 502str15,2696061,Oceanicola sp. 502str15,0,1,pcuac_only,NA,WP_252946314.1,0
halomonas sp. cnh100-b,2954490,Halomonas sp. CnH100-B,0,1,pcuac_only,NA,WP_253018515.1,0
halomonas sp. ps84h-12,2954501,Halomonas sp. Ps84H-12,0,1,pcuac_only,NA,WP_253027525.1,0
pseudoalteromonas sp. ps84h-4,2954502,Pseudoalteromonas sp. Ps84H-4,0,1,pcuac_only,NA,WP_253039660.1,0
rhodovulum tesquicola,540254,Rhodovulum tesquicola,0,1,pcuac_only,NA,WP_253089874.1,1
pseudomonas sp. 21lcfq010,2957506,Pseudomonas sp. 21LCFQ010,0,1,pcuac_only,NA,WP_253118096.1,0
pseudomonas sp. 21lcfq02,2957505,Pseudomonas sp. 21LCFQ02,0,1,pcuac_only,NA,WP_253142575.1,0
limimaricola litoreus,2955316,Limimaricola litoreus,0,1,pcuac_only,NA,WP_253329828.1,1
pseudomonas migulae,78543,Pseudomonas migulae,0,1,pcuac_only,NA,WP_253435756.1,1
halomonas sp. 707b3,1681043,Halomonas sp. 707B3,0,1,pcuac_only,NA,WP_253506202.1,0
pseudomonas rhodesiae,286;3040316;76760,Pseudomonas;Pseudomonas rhodesiae;Pseudomonas sp. lyk4-R2A-8,0,1,pcuac_only,NA,WP_253508112.1,1
pseudomonas laurylsulfativorans,1943631,Pseudomonas laurylsulfativorans,0,1,pcuac_only,NA,WP_253563017.1,1
idiomarina rhizosphaerae,2961572,Idiomarina rhizosphaerae,0,1,pcuac_only,NA,WP_253619231.1,1
vibrio sp. y29_xk_cs5,2957762,Vibrio sp. Y29_XK_CS5,0,1,pcuac_only,NA,WP_253649758.1,0
vibrio sp. y20_xg_py13,2957761,Vibrio sp. Y20_XG_PY13,0,1,pcuac_only,NA,WP_253663818.1,0
streptoalloteichus tenebrarius,1933,Streptoalloteichus tenebrarius,0,1,pcuac_only,NA,WP_253669590.1,1
nonomuraea thailandensis,1188745,Nonomuraea thailandensis,0,1,pcuac_only,NA,WP_253754709.1,1
campylobacter sp. rm16188,1705725,Campylobacter sp. RM16188,0,1,pcuac_only,NA,WP_253908171.1,0
shewanella sp. kj2020,2919172,Shewanella sp. KJ2020,0,1,pcuac_only,NA,WP_253988952.1,0
mesorhizobium escarrei,666018,Mesorhizobium escarrei,0,1,pcuac_only,NA,WP_254020379.1,1
mesorhizobium ventifaucium,666020,Mesorhizobium ventifaucium,0,1,pcuac_only,NA,WP_254023540.1,1
chromobacterium sp. iibbl 290-4,2953890,Chromobacterium sp. IIBBL 290-4,0,1,pcuac_only,NA,WP_254299649.1,0
pseudomonas triclosanedens,2961893,Pseudomonas triclosanedens,0,1,pcuac_only,NA,WP_254470636.1,1
bartonella sp. b1098,2911421,Bartonella sp. B1098,0,1,pcuac_only,NA,WP_254473615.1,0
bartonella sp. b1099,2911422,Bartonella sp. B1099,0,1,pcuac_only,NA,WP_254492703.1,0
arcobacter roscoffensis,2961520,Arcobacter roscoffensis,0,1,pcuac_only,NA,WP_254577229.1,1
devosia ureilytica,2952754,Devosia ureilytica,0,1,pcuac_only,NA,WP_254673952.1,1
bartonella harrusi,2961895,Bartonella harrusi,0,1,pcuac_only,NA,WP_254770362.1,1
mesorhizobium sp. lmg 17147,2963091,Mesorhizobium sp. LMG 17147,0,1,pcuac_only,NA,WP_254816767.1,0
phenylobacterium sp. lh3h17,2903901,Phenylobacterium sp. LH3H17,0,1,pcuac_only,NA,WP_254833968.1,0
opacimonas immobilis,2961948;3399690;72275,Alteromonadaceae;Alteromonas sp. LMIT006;Opacimonas immobilis,0,1,pcuac_only,NA,WP_254856531.1,1
roseovarius sp. m141,2583806,Roseovarius sp. M141,0,1,pcuac_only,NA,WP_255012530.1,0
photobacterium pectinilyticum,2906793;3417473;657,Photobacterium;Photobacterium pectinilyticum;Photobacterium sp. DNB23_23_1,0,1,pcuac_only,NA,WP_255043203.1,1
vibrio pelagius,28169,Vibrio pelagius,0,1,pcuac_only,NA,WP_255231339.1,1
paracoccus albicereus,2922394,Paracoccus albicereus,0,1,pcuac_only,NA,WP_255328016.1,1
jiella marina,2917712,Jiella marina,0,1,pcuac_only,NA,WP_255337847.1,1
photobacterium atrarenae,865757,Photobacterium atrarenae,0,1,pcuac_only,NA,WP_255392030.1,1
xanthomonas sp. si,2724123,Xanthomonas sp. SI,0,1,pcuac_only,NA,WP_255423870.1,0
xanthomonas sp. ss,2724122,Xanthomonas sp. SS,0,1,pcuac_only,NA,WP_255427757.1,0
shimia ponticola,2582893,Shimia ponticola,0,1,pcuac_only,NA,WP_255449711.1,1
luteimonas suaedae,2605430,Luteimonas suaedae,0,1,pcuac_only,NA,WP_255516225.1,1
photobacterium sp. bzf1,1904457,Photobacterium sp. BZF1,0,1,pcuac_only,NA,WP_255526849.1,0
polynucleobacter sp. uk-gri1-w3,1819737,Polynucleobacter sp. UK-Gri1-W3,0,1,pcuac_only,NA,WP_255531315.1,0
polynucleobacter sp. tro8-14-1,1758383,Polynucleobacter sp. Tro8-14-1,0,1,pcuac_only,NA,WP_255538583.1,0
kordiimonas sp. scsio 12603,2829596,Kordiimonas sp. SCSIO 12603,0,1,pcuac_only,NA,WP_255833741.1,0
pseudomonas benzenivorans,556533,Pseudomonas benzenivorans,0,1,pcuac_only,NA,WP_318643556.1,1
bacterioplanoides sp. scsio 12839,2829569,Bacterioplanoides sp. SCSIO 12839,0,1,pcuac_only,NA,WP_255857634.1,0
vogesella sp. ac12,2950550,Vogesella sp. AC12,0,1,pcuac_only,NA,WP_255908023.1,0
chitinolyticbacter albus,2961951,Chitinolyticbacter albus,0,1,pcuac_only,NA,WP_255991584.1,1
shinella lacus,2654216;323620;3373918,Shinella;Shinella lacus;Shinella sp. BE166,0,1,pcuac_only,NA,WP_256118706.1,1
shewanella sp. nifs-20-20,2853806,Shewanella sp. NIFS-20-20,0,1,pcuac_only,NA,WP_256261066.1,0
pseudomonas gelidaquae,1702250;1702250;286;2861775;3159447;3159448;3159449;3470971;882697,Pseudomonas gelidaquae,0,1,pcuac_only,NA,WP_371923436.1,1
stenotrophomonas testudinis,2950153,Stenotrophomonas testudinis,0,1,pcuac_only,NA,WP_256644083.1,1
mesorhizobium sp. mes31,2926017,Mesorhizobium sp. Mes31,0,1,pcuac_only,NA,WP_256751641.1,0
mangrovibrevibacter kandeliae,2968473,Mangrovibrevibacter kandeliae,0,1,pcuac_only,NA,WP_256803001.1,1
bradyrhizobium sp. bra64,2926009,Bradyrhizobium sp. Bra64,0,1,pcuac_only,NA,WP_256807217.1,0
methyloversatilis sp. xj19-49,2963429,Methyloversatilis sp. XJ19-49,0,1,pcuac_only,NA,WP_257081376.1,0
vibrio japonicus,1824638,Vibrio japonicus,0,1,pcuac_only,NA,WP_257083486.1,1
methyloversatilis sp. xj19-13,2963430,Methyloversatilis sp. XJ19-13,0,1,pcuac_only,NA,WP_257097477.1,0
bradyrhizobium sp. srs-191,2962606,Bradyrhizobium sp. SRS-191,0,1,pcuac_only,NA,WP_257165071.1,0
colwellia sp. m166,2583805,Colwellia sp. M166,0,1,pcuac_only,NA,WP_257171772.1,0
endozoicomonas sp. onna2,2828741,Endozoicomonas sp. ONNA2,0,1,pcuac_only,NA,WP_257265507.1,0
endozoicomonas sp. sesoko1,2828742,Endozoicomonas sp. SESOKO1,0,1,pcuac_only,NA,WP_257285392.1,0
endozoicomonas sp. yomi1,2828739,Endozoicomonas sp. YOMI1,0,1,pcuac_only,NA,WP_257293916.1,0
roseomonas populi,3121582,Roseomonas populi,0,1,pcuac_only,NA,WP_257716317.1,1
nisaea acidiphila,1862145,Nisaea acidiphila,0,1,pcuac_only,NA,WP_257771480.1,1
pseudomonas sp. 32.2.56,2969303,Pseudomonas sp. 32.2.56,0,1,pcuac_only,NA,WP_257777659.1,0
mesorhizobium sp. j428,2898440,Mesorhizobium sp. J428,0,1,pcuac_only,NA,WP_257807839.1,0
rhizobacter sp. j219,2898430,Rhizobacter sp. J219,0,1,pcuac_only,NA,WP_257827850.1,0
gymnodinialimonas phycosphaerae,2841589,Gymnodinialimonas phycosphaerae,0,1,pcuac_only,NA,WP_257892923.1,1
shinella sp. cpcc 101442,2932265,Shinella sp. CPCC 101442,0,1,pcuac_only,NA,WP_257947723.1,0
mesorhizobium sp. nbsh29,2654249,Mesorhizobium sp. NBSH29,0,1,pcuac_only,NA,WP_258045595.1,0
marivita sp. xm-24bin2,2133951,Marivita sp. XM-24bin2,0,1,pcuac_only,NA,WP_258093570.1,0
salipiger pentaromativorans,2943193,Salipiger pentaromativorans,0,1,pcuac_only,NA,WP_258095444.1,1
mesorhizobium onobrychidis,2775404,Mesorhizobium onobrychidis,0,1,pcuac_only,NA,WP_258122147.1,1
rhizobium sp. pop5,1223565,Rhizobium sp. Pop5,0,1,pcuac_only,NA,WP_258156513.1,0
rhizobium sp. th2,2775403,Rhizobium sp. TH2,0,1,pcuac_only,NA,WP_258160992.1,0
pseudomonas sp. ls44,1357074,Pseudomonas sp. LS44,0,1,pcuac_only,NA,WP_258252979.1,0
frigidibacter sp. roc022,2971796,Frigidibacter sp. ROC022,0,1,pcuac_only,NA,WP_258287316.1,0
pseudosulfitobacter koreensis,2968472,Pseudosulfitobacter koreensis,0,1,pcuac_only,NA,WP_258295724.1,1
thalassospira xiamenensis,220697,Thalassospira xiamenensis,0,1,pcuac_only,NA,WP_258547343.1,1
mesorhizobium sp. ar02,2865837,Mesorhizobium sp. AR02,0,1,pcuac_only,NA,WP_258581442.1,0
pseudomonas sp. b21-035,2895484,Pseudomonas sp. B21-035,0,1,pcuac_only,NA,WP_258594055.1,0
mesorhizobium sp. ar07,2865838,Mesorhizobium sp. AR07,0,1,pcuac_only,NA,WP_258596530.1,0
mesorhizobium sp. ar10,2865839,Mesorhizobium sp. AR10,0,1,pcuac_only,NA,WP_258607930.1,0
pseudomonas sp. b21-041,2895487,Pseudomonas sp. B21-041,0,1,pcuac_only,NA,WP_258708382.1,0
pseudomonas sp. b21-012,2895472,Pseudomonas sp. B21-012,0,1,pcuac_only,NA,WP_258715339.1,0
ancylobacter mangrovi,2972472,Ancylobacter mangrovi,0,1,pcuac_only,NA,WP_258730854.1,1
pseudidiomarina sp. cb1,2972484,Pseudidiomarina sp. CB1,0,1,pcuac_only,NA,WP_258808305.1,0
massilia agri,1886785,Massilia agri,0,1,pcuac_only,NA,WP_258827796.1,1
massilia norwichensis,1442366,Massilia norwichensis,0,1,pcuac_only,NA,WP_258845797.1,1
alkalilimnicola ehrlichii,351052,Alkalilimnicola ehrlichii,0,1,pcuac_only,NA,WP_258868259.1,1
pseudomonas sp. jub42,2940611,Pseudomonas sp. JUb42,0,1,pcuac_only,NA,WP_259110869.1,0
rhizobium sp. bk661,2586991,Rhizobium sp. BK661,0,1,pcuac_only,NA,WP_259130774.1,0
pseudomonas sp. bigb0164,2940605,Pseudomonas sp. BIGb0164,0,1,pcuac_only,NA,WP_259174806.1,0
stenotrophomonas sp. bigb0135,2940620,Stenotrophomonas sp. BIGb0135,0,1,pcuac_only,NA,WP_259202809.1,0
bradyrhizobium centrosematis,1300039;1300039;2898442;374,Bradyrhizobium centrosematis,0,1,pcuac_only,NA,WP_483071104.1,1
massilia sp. h6,2970464,Massilia sp. H6,0,1,pcuac_only,NA,WP_259212554.1,0
pedomonas mirosovicensis,2908641,Pedomonas mirosovicensis,0,1,pcuac_only,NA,WP_259279486.1,1
neisseria montereyensis,2973938,Neisseria montereyensis,0,1,pcuac_only,NA,WP_259291157.1,1
cellulomonas sp. p24,2885206,Cellulomonas sp. P24,0,1,pcuac_only,NA,WP_259306718.1,0
brachybacterium sp. nbec-018,2996004,Brachybacterium sp. NBEC-018,0,1,pcuac_only,NA,WP_259361540.1,0
telluria mixta,34071,Telluria mixta,0,1,pcuac_only,NA,WP_259452486.1,1
[roseibacterium] beibuensis,1193142,[Roseibacterium] beibuensis,0,1,pcuac_only,NA,WP_259550299.1,1
brucella sp. 2716,2975052,Brucella sp. 2716,0,1,pcuac_only,NA,WP_259593900.1,0
zwartia hollandica,324606,Zwartia hollandica,0,1,pcuac_only,NA,WP_259661163.1,1
pseudomonas sp. gcep-101,2974552,Pseudomonas sp. GCEP-101,0,1,pcuac_only,NA,WP_259756905.1,0
aestuariispira ectoiniformans,2775080,Aestuariispira ectoiniformans,0,1,pcuac_only,NA,WP_259781204.1,1
sulfitobacter sp. w002,2867024,Sulfitobacter sp. W002,0,1,pcuac_only,NA,WP_259947672.1,0
sulfitobacter sp. w027,2867025,Sulfitobacter sp. W027,0,1,pcuac_only,NA,WP_259982727.1,0
sulfitobacter sp. s223,2867023,Sulfitobacter sp. S223,0,1,pcuac_only,NA,WP_259999396.1,0
sulfitobacter sp. w074,2867026,Sulfitobacter sp. W074,0,1,pcuac_only,NA,WP_260011479.1,0
novosphingobium mangrovisedimenti,2976432,Novosphingobium mangrovisedimenti,0,1,pcuac_only,NA,WP_260043573.1,1
rhizobium sp. wsm4643,3138253,Rhizobium sp. WSM4643,0,1,pcuac_only,NA,WP_260058705.1,0
rhizobium sp. srdi969,3138252,Rhizobium sp. SRDI969,0,1,pcuac_only,NA,WP_260110911.1,0
sedimenticola hydrogenitrophicus,2967975,Sedimenticola hydrogenitrophicus,0,1,pcuac_only,NA,WP_260295581.1,1
rhizobium sp. wsm1274,3138254,Rhizobium sp. WSM1274,0,1,pcuac_only,NA,WP_260299443.1,0
bradyrhizobium sp. cb1015,2976822,Bradyrhizobium sp. CB1015,0,1,pcuac_only,NA,WP_260370753.1,0
sphingobium lignivorans,2735886,Sphingobium lignivorans,0,1,pcuac_only,NA,WP_260394673.1,1
pseudomonas sp. j452,2898441,Pseudomonas sp. J452,0,1,pcuac_only,NA,WP_260494074.1,0
aquabacterium sp. j223,2898431,Aquabacterium sp. J223,0,1,pcuac_only,NA,WP_260500221.1,0
aliiroseovarius sp. m344,2867010,Aliiroseovarius sp. M344,0,1,pcuac_only,NA,WP_260517167.1,0
acidovorax sp. k2f,2978125,Acidovorax sp. K2F,0,1,pcuac_only,NA,WP_260668733.1,0
comamonas squillarum,2977320,Comamonas squillarum,0,1,pcuac_only,NA,WP_260720162.1,1
aquabacterium sp. or-4,2978127,Aquabacterium sp. OR-4,0,1,pcuac_only,NA,WP_260787480.1,0
chelativorans salis,2978478,Chelativorans salis,0,1,pcuac_only,NA,WP_260900038.1,1
campylobacter sp. rm16187,1660063,Campylobacter sp. RM16187,0,1,pcuac_only,NA,WP_260952326.1,0
pseudomonas citri,2978349,Pseudomonas citri,0,1,pcuac_only,NA,WP_260958816.1,1
