species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
pseudomonas shirazica,1940636;1940636;1981714;2219225;286;1940636;286;3079932,Pseudomonas shirazica,0,1,pcuac_only,NA,WP_085663177.1,1
rhizobacter gummiphilus,946333,Rhizobacter gummiphilus,0,1,pcuac_only,NA,WP_085753452.1,1
ketogulonicigenium robustum,92947,Ketogulonicigenium robustum,0,1,pcuac_only,NA,WP_085785251.1,1
roseivivax jejudonensis,1529041,Roseivivax jejudonensis,0,1,pcuac_only,NA,WP_085792092.1,1
falsiruegeria litorea,1200284;1280831;1280831,Falsiruegeria litorea,0,1,pcuac_only,NA,WP_085794822.1,1
roseovarius albus,1247867,Roseovarius albus,0,1,pcuac_only,NA,WP_085806300.1,1
roseovarius halotolerans,505353,Roseovarius halotolerans,0,1,pcuac_only,NA,WP_085817135.1,1
roseovarius gaetbuli,1356575,Roseovarius gaetbuli,0,1,pcuac_only,NA,WP_085826172.1,1
aquimixticola soesokkakensis,1519096,Aquimixticola soesokkakensis,0,1,pcuac_only,NA,WP_085837930.1,1
pacificibacter marinus,1042323;3062658;658057;658057,Pacificibacter marinus;Pacificibacter;Pacificibacter sp. 1_MG-2023,0,1,pcuac_only,NA,WP_085847099.1,1
pseudooctadecabacter jejudonensis,1391910,Pseudooctadecabacter jejudonensis,0,1,pcuac_only,NA,WP_085864597.1,1
pseudoruegeria aquimaris,393663,Pseudoruegeria aquimaris,0,1,pcuac_only,NA,WP_085868517.1,1
roseisalinus antarcticus,254357,Roseisalinus antarcticus,0,1,pcuac_only,NA,WP_085877658.1,1
roseovarius litorisediminis,1312363,Roseovarius litorisediminis,0,1,pcuac_only,NA,WP_085893406.1,1
enhydrobacter aerosaccus,225324,Enhydrobacter aerosaccus,0,1,pcuac_only,NA,WP_085935709.1,1
vibrio syngnathi,3034029,Vibrio syngnathi,0,1,pcuac_only,NA,WP_086050571.1,1
bordetella genomosp.,1395607;1416803;1416804;1416808;1983456;463035;463040;463044,Bordetella genomosp. 13,0,1,pcuac_only,NA,WP_094844180.1,1
oceanibaculum nanhaiense,1903597;1909734;659693;1909734,Oceanibaculum nanhaiense,0,1,pcuac_only,NA,WP_086463991.1,1
oceanospirillum sanctuarii,1434821,Oceanospirillum sanctuarii,0,1,pcuac_only,NA,WP_086480047.1,1
vibrio pomeroyi,198832;2908540;662;678;198832;296199;662,Vibrio;Vibrio sp.;Vibrio pomeroyi;Vibrio sp. Isolate34,0,1,pcuac_only,NA,WP_086714853.1,1
agarilytica rhodophyticola,1737490,Agarilytica rhodophyticola,0,1,pcuac_only,NA,WP_086930955.1,1
thaumasiovibrio occultus,1891184,Thaumasiovibrio occultus,0,1,pcuac_only,NA,WP_086938256.1,1
thaumasiovibrio subtropicus,1891207,Thaumasiovibrio subtropicus,0,1,pcuac_only,NA,WP_087016464.1,1
brevundimonas diminuta,1255603;293;293;293;751586,Brevundimonas diminuta,0,1,pcuac_only,NA,WP_087140199.1,1
comamonas serinivorans,1082851,Comamonas serinivorans,0,1,pcuac_only,NA,WP_087276300.1,1
oleiphilus messinensis,141451,Oleiphilus messinensis,0,1,pcuac_only,NA,WP_087463762.1,1
unclassified pigmentiphaga,1002116;2008676;2626614;2488560;2626614;3134907,Pigmentiphaga sp. H8;unclassified Pigmentiphaga;Pigmentiphaga sp. YJ18,0,1,pcuac_only,NA,WP_087841066.1,1
photobacterium malacitanum,2204294,Photobacterium malacitanum,0,1,pcuac_only,NA,WP_087845376.1,1
photobacterium andalusiense,2204296,Photobacterium andalusiense,0,1,pcuac_only,NA,WP_159458235.1,1
polynucleobacter hirudinilacicola,1743166,Polynucleobacter hirudinilacicola,0,1,pcuac_only,NA,WP_087910257.1,1
polynucleobacter campilacus,1743163,Polynucleobacter campilacus,0,1,pcuac_only,NA,WP_088524741.1,1
polynucleobacter aenigmaticus,1743164,Polynucleobacter aenigmaticus,0,1,pcuac_only,NA,WP_088526799.1,1
sulfitobacter dubius,1317111;1387282;1775881;1903071;218673;2731127;2731128;2731129;2731130;2731131;2731132;2731133;2731134;2731135;2731136;2731137;2731138;2731140;2731141;2731142;2731143;2731144;2731145;2731146;2731147;2731148;2731149;2854170;3368558;3368559;3368560;3368565;3368566;3368568;3368569;3368570;3368573;3368575;3368577;3368578;3368580;3368581;3368587;3368588;3368592;3368593;3368596;3368597;3368598;3368599;1903071;1936156;2024842;218673;28211;2867026;3079556;3368594,Alphaproteobacteria;Sulfitobacter dubius;Sulfitobacter sp.;Roseibium sp.;Nisaea sp.;Sulfitobacter sp. W074;Sulfitobacter sp. LC.270.F.C4;Sulfitobacter sp. 1A12157,0,1,pcuac_only,NA,WP_088635912.1,1
marinibacterium profundimaris,1679460,Marinibacterium profundimaris,0,1,pcuac_only,NA,WP_088651870.1,1
pacificitalea manganoxidans,1411902,Pacificitalea manganoxidans,0,1,pcuac_only,NA,WP_088665015.1,1
halomonas campaniensis,213554,Halomonas campaniensis,0,1,pcuac_only,NA,WP_088698316.1,1
noviherbaspirillum denitrificans,1968433,Noviherbaspirillum denitrificans,0,1,pcuac_only,NA,WP_088708362.1,1
herbaspirillum aquaticum,2605746;568783;963;568783,Herbaspirillum;Herbaspirillum aquaticum;Herbaspirillum sp. CAH-3,0,1,pcuac_only,NA,WP_088756814.1,1
idiomarina piscisalsi,1096243,Idiomarina piscisalsi,0,1,pcuac_only,NA,WP_088767410.1,1
polynucleobacter victoriensis,2049319,Polynucleobacter victoriensis,0,1,pcuac_only,NA,WP_088812322.1,1
vibrio tarriae,2014742,Vibrio tarriae,0,1,pcuac_only,NA,WP_089070120.1,1
[luteovulum] sphaeroides,2052957;2595004;3055847;31989;418630;488454,Paracoccaceae;[Luteovulum] sphaeroides subsp. megalophilum;Gemmobacter nanjingensis;Pseudorhodobacter sp. MZDSW-24AT;Gemmobacter caeruleus;Tabrizicola sp. M-4,0,1,pcuac_only,NA,WP_089258459.1,1
puniceibacterium sediminis,1608407,Puniceibacterium sediminis,0,1,pcuac_only,NA,WP_089273317.1,1
paracoccus seriniphilus,184748,Paracoccus seriniphilus,0,1,pcuac_only,NA,WP_372803531.1,1
pseudomonas delhiensis,2202894;286;3114998;366289;75692;366289,Pseudomonas;Pseudomonas sp. 273;Pseudomonas delhiensis;Pseudomonas sp. RW407;Pseudomonas sp. JH-2,0,1,pcuac_only,NA,WP_089389486.1,1
noviherbaspirillum humi,1688639,Noviherbaspirillum humi,0,1,pcuac_only,NA,WP_089397664.1,1
polynucleobacter cosmopolitanus,351345,Polynucleobacter cosmopolitanus,0,1,pcuac_only,NA,WP_089515395.1,1
franzmannia pantelleriensis,48727,Franzmannia pantelleriensis,0,1,pcuac_only,NA,WP_089657318.1,1
billgrantia gudaonensis,376427,Billgrantia gudaonensis,0,1,pcuac_only,NA,WP_089682636.1,1
halomonas korlensis,463301,Halomonas korlensis,0,1,pcuac_only,NA,WP_089793075.1,1
salipiger marinus,1387277;204455;3434355;555512;555512,Salipiger marinus,0,1,pcuac_only,NA,WP_089850609.1,1
lentibacter algarum,1434014;2024994;576131;2024851;204455;576131;576131,Lentibacter algarum,0,1,pcuac_only,NA,WP_089889300.1,1
loktanella fryxellensis,245187,Loktanella fryxellensis,0,1,pcuac_only,NA,WP_089904649.1,1
unclassified limnohabitans,1100700;1100726;2626134;2626134;509112;509116,Limnohabitans sp. INBF004;Limnohabitans sp. TEGF002;unclassified Limnohabitans,0,1,pcuac_only,NA,WP_089952016.1,1
lutimaribacter saemankumensis,490829,Lutimaribacter saemankumensis,0,1,pcuac_only,NA,WP_090028443.1,1
celeribacter neptunius,588602,Celeribacter neptunius,0,1,pcuac_only,NA,WP_090062111.1,1
loktanella salsilacus,195913,Loktanella salsilacus,0,1,pcuac_only,NA,WP_090190856.1,1
pseudomonas pohangensis,364197,Pseudomonas pohangensis,0,1,pcuac_only,NA,WP_090193940.1,1
yoonia tamlensis,390270,Yoonia tamlensis,0,1,pcuac_only,NA,WP_090197749.1,1
geopseudomonas guangdongensis,1245526,Geopseudomonas guangdongensis,0,1,pcuac_only,NA,WP_090215184.1,1
pseudomonas kuykendallii,1007099;1007099;1947313;286;2991443,Pseudomonas;Pseudomonas kuykendallii;Pseudomonas sp. UBA3153;Pseudomonas sp. PS02288,0,1,pcuac_only,NA,WP_090225382.1,1
pseudomonas guineae,425504,Pseudomonas guineae,0,1,pcuac_only,NA,WP_090243514.1,1
pseudomonas panipatensis,428992,Pseudomonas panipatensis,0,1,pcuac_only,NA,WP_090261976.1,1
thalassovita taeanensis,657014,Thalassovita taeanensis,0,1,pcuac_only,NA,WP_090269226.1,1
pseudomonas linyingensis,915471,Pseudomonas linyingensis,0,1,pcuac_only,NA,WP_090312058.1,1
pseudomonas oryzae,1392877,Pseudomonas oryzae,0,1,pcuac_only,NA,WP_090348127.1,1
pseudomonas anguilliseptica,53406,Pseudomonas anguilliseptica,0,1,pcuac_only,NA,WP_090376951.1,1
pseudomonas grimontii,129847,Pseudomonas grimontii,0,1,pcuac_only,NA,WP_090400815.1,1
pseudomonas marincola,2579939;286;306;437900;437900,Pseudomonas;Pseudomonas sp.;Pseudomonas marincola;Pseudomonas sp. MS19,0,1,pcuac_only,NA,WP_090509094.1,1
belnapia rosea,938405,Belnapia rosea,0,1,pcuac_only,NA,WP_090564805.1,1
pelagibacterium luteolum,440168,Pelagibacterium luteolum,0,1,pcuac_only,NA,WP_090593036.1,1
azotobacter beijerinckii,170623,Azotobacter beijerinckii,0,1,pcuac_only,NA,WP_090622316.1,1
unclassified beijerinckia,1882748;2638183;3039852,Beijerinckia sp. 28-YEA-48;unclassified Beijerinckia;Beijerinckia sp. GAS462,0,1,pcuac_only,NA,WP_090707945.1,1
paracoccus homiensis,2065379;2599412;265;364199,Paracoccus;Paracoccus homiensis;Paracoccus jeotgali;Paracoccus aurantiacus,0,1,pcuac_only,NA,WP_090735042.1,1
paracoccus tibetensis,336292,Paracoccus tibetensis,0,1,pcuac_only,NA,WP_090747253.1,1
bauldia litoralis,665467,Bauldia litoralis,0,1,pcuac_only,NA,WP_090876392.1,1
palleronia marisminoris,315423,Palleronia marisminoris,0,1,pcuac_only,NA,WP_090929346.1,1
micromonospora haikouensis,686309,Micromonospora haikouensis,0,1,pcuac_only,NA,WP_091285911.1,1
gemmobacter aquatilis,933059,Gemmobacter aquatilis,0,1,pcuac_only,NA,WP_091299437.1,1
alkalimonas amylolytica,152573,Alkalimonas amylolytica,0,1,pcuac_only,NA,WP_091338230.1,1
ancylobacter rudongensis,177413,Ancylobacter rudongensis,0,1,pcuac_only,NA,WP_091435901.1,1
giesbergeria anulus,180197,Giesbergeria anulus,0,1,pcuac_only,NA,WP_091457094.1,1
methylophilus rhizosphaerae,492660,Methylophilus rhizosphaerae,0,1,pcuac_only,NA,WP_091470409.1,1
oryzisolibacter propanilivorax,1527607,Oryzisolibacter propanilivorax,0,1,pcuac_only,NA,WP_091570398.1,1
micromonospora sediminicola,946078,Micromonospora sediminicola,0,1,pcuac_only,NA,WP_091573977.1,1
mesorhizobium qingshengii,1165689,Mesorhizobium qingshengii,0,1,pcuac_only,NA,WP_091583377.1,1
mesorhizobium muleiense,1004279;1004279;3691811;68287,Mesorhizobium;Mesorhizobium muleiense;Mesorhizobium sp. WSM4847,0,1,pcuac_only,NA,WP_091595446.1,1
methylocapsa palsarum,1612308,Methylocapsa palsarum,0,1,pcuac_only,NA,WP_091676825.1,1
marinobacter persicus,930118,Marinobacter persicus,0,1,pcuac_only,NA,WP_104416696.1,1
methylobacterium phyllostachyos,582672,Methylobacterium phyllostachyos,0,1,pcuac_only,NA,WP_091712741.1,1
phenylobacterium immobile,21;31967,Phenylobacterium immobile;Phenylobacterium immobile (ATCC 35973),0,1,pcuac_only,NA,WP_091736770.1,1
marinobacter mobilis,488533,Marinobacter mobilis,0,1,pcuac_only,NA,WP_091814434.1,1
allobrachymonas denitrificans,1121117;28220;28219;28220;3569521;28220,Allobrachymonas denitrificans,0,1,pcuac_only,NA,WP_091816683.1,1
marinobacterium iners,1122198;3138931;48075;48076,Marinobacterium iners,0,1,pcuac_only,NA,WP_091826554.1,1
massilia yuzhufengensis,1164594,Massilia yuzhufengensis,0,1,pcuac_only,NA,WP_091871024.1,1
unclassified phyllobacterium,1882772;2638441;3233068;2638441;2995637;2995638;3695555,unclassified Phyllobacterium;Phyllobacterium sp. 0TCS1.6A;Phyllobacterium sp. 0TCS1.6C;Phyllobacterium sp. YNK-FB0058,0,1,pcuac_only,NA,WP_091878831.1,1
uncultured methylobacterium,157278;157278;1761800;2738439;407;157278;2584084,uncultured Methylobacterium sp.,0,1,pcuac_only,NA,WP_091884462.1,1
methylorubrum salsuginis,414703,Methylorubrum salsuginis,0,1,pcuac_only,NA,WP_091943711.1,1
bradyrhizobium shewense,1761772,Bradyrhizobium shewense,0,1,pcuac_only,NA,WP_091956472.1,1
marinospirillum celere,1122252,Marinospirillum celere,0,1,pcuac_only,NA,WP_091960552.1,1
marinobacter gudaonensis,375760,Marinobacter gudaonensis,0,1,pcuac_only,NA,WP_091991397.1,1
marinobacter flavimaris,1033846;262076;2742;1761793;262076;2742;3472709;50741;262076;2742;3472689,Marinobacter;Marinobacter flavimaris;Marinobacter adhaerens,0,1,pcuac_only,NA,WP_092030225.1,1
bradyrhizobium brasilense,1419277;1419277;2817700;2817705;3469641;3469669;3469683;374;1419277;2821406;374,Bradyrhizobium;Bradyrhizobium brasilense;Bradyrhizobium australafricanum,0,1,pcuac_only,NA,WP_168855893.1,1
cupriavidus campinensis,106589;151783;1855313;1855314;3232699;3232712;3232721;3232748;3232754;3232765;3232805;3232818;3232838;3232868;3232870;3232871;3232874;3232902;3232906;3232908;3232910;3232914;3232963;3232969;3232971;3233036;3233053,Cupriavidus;Cupriavidus campinensis;Cupriavidus sp. OV038;Cupriavidus sp. OV096;Cupriavidus sp. 01L49;Cupriavidus sp. 01N419;Cupriavidus sp. 01N43;Cupriavidus sp. 01T423;Cupriavidus sp. 01T430;Cupriavidus sp. 01T44;Cupriavidus sp. 05L45;Cupriavidus sp. 05N411;Cupriavidus sp. 05N45;Cupriavidus sp. 05T427;Cupriavidus sp. 05T429;Cupriavidus sp. 05T430;Cupriavidus sp. 05T437;Cupriavidus sp. 10L42;Cupriavidus sp. 10L425;Cupriavidus sp. 10L43_2;Cupriavidus sp. 10L45;Cupriavidus sp. 10L47;Cupriavidus sp. 10T424;Cupriavidus sp. 10T430;Cupriavidus sp. 10T45;Cupriavidus sp. KB_39;Cupriavidus sp. RAF20_2,0,1,pcuac_only,NA,WP_092291385.1,1
pseudomonas saponiphila,2052590;2052591;2052592;2052593;286;556534;556534,Pseudomonas;Pseudomonas saponiphila;Pseudomonas sp. TKO30;Pseudomonas sp. TKO29;Pseudomonas sp. TKO26;Pseudomonas sp. TKO14,0,1,pcuac_only,NA,WP_092314869.1,1
cribrihabitans marinus,1227549,Cribrihabitans marinus,0,1,pcuac_only,NA,WP_092362563.1,1
pseudomonas sihuiensis,1274359,Pseudomonas sihuiensis,0,1,pcuac_only,NA,WP_092377562.1,1
halopseudomonas salegens,1434072,Halopseudomonas salegens,0,1,pcuac_only,NA,WP_092385655.1,1
collimonas rhizosphaerae,1801619;202907;3126357,Collimonas;Collimonas sp. OK412;Collimonas rhizosphaerae,0,1,pcuac_only,NA,WP_092395131.1,1
alloyangia pacifica,311180,Alloyangia pacifica,0,1,pcuac_only,NA,WP_224898595.1,1
geopseudomonas sagittaria,1135990,Geopseudomonas sagittaria,0,1,pcuac_only,NA,WP_092430642.1,1
faunimonas pinastri,1855383,Faunimonas pinastri,0,1,pcuac_only,NA,WP_092495253.1,1
martinezella lusitana,293958,Martinezella lusitana,0,1,pcuac_only,NA,WP_092574731.1,1
roseospirillum parvum,83401,Roseospirillum parvum,0,1,pcuac_only,NA,WP_092621734.1,1
albimonas donghaensis,356660,Albimonas donghaensis,0,1,pcuac_only,NA,WP_092681631.1,1
martinezella multihospitum,410764,Martinezella multihospitum,0,1,pcuac_only,NA,WP_092707383.1,1
paracidovorax valerianellae,187868,Paracidovorax valerianellae,0,1,pcuac_only,NA,WP_092740807.1,1
rheinheimera pacifica,173990,Rheinheimera pacifica,0,1,pcuac_only,NA,WP_092793315.1,1
afifella marina,1080;1120955,Afifella marina;Afifella marina DSM 2698,0,1,pcuac_only,NA,WP_092816120.1,1
paracidovorax cattleyae,80868,Paracidovorax cattleyae,0,1,pcuac_only,NA,WP_092832862.1,1
roseovarius lutimaris,1005928;2038394;2038395;74030,Roseovarius;Roseovarius lutimaris;Roseovarius sp. EC-HK134;Roseovarius sp. EC-SD190,0,1,pcuac_only,NA,WP_092838916.1,1
pseudidiomarina donghaiensis,519452,Pseudidiomarina donghaiensis,0,1,pcuac_only,NA,WP_092840076.1,1
albimonas pacifica,1114924,Albimonas pacifica,0,1,pcuac_only,NA,WP_092866130.1,1
hyphomicrobium facile,51670,Hyphomicrobium facile,0,1,pcuac_only,NA,WP_092868894.1,1
roseicitreum antarcticum,564137,Roseicitreum antarcticum,0,1,pcuac_only,NA,WP_092884686.1,1
paracidovorax konjaci,32040,Paracidovorax konjaci,0,1,pcuac_only,NA,WP_092954851.1,1
thermus arciformis,270;275;482827,Thermus;Thermus sp.;Thermus arciformis,0,1,pcuac_only,NA,WP_093005085.1,1
roseivivax halotolerans,93684,Roseivivax halotolerans,0,1,pcuac_only,NA,WP_093015564.1,1
ruegeria marina,639004,Ruegeria marina,0,1,pcuac_only,NA,WP_093029890.1,1
roseovarius azorensis,1287727,Roseovarius azorensis,0,1,pcuac_only,NA,WP_093038429.1,1
unclassified variovorax,1882775;1884311;663243;1884385;3404058;3450237;663243;3053507;3053512;663243;3156435;3469737;663243,unclassified Variovorax;Variovorax sp. PvP013;Variovorax sp. PvP013_2,0,1,pcuac_only,NA,WP_429592388.1,1
thiothrix caldifontis,525918,Thiothrix caldifontis,0,1,pcuac_only,NA,WP_093067480.1,1
pseudomonas vancouverensis,95300,Pseudomonas vancouverensis,0,1,pcuac_only,NA,WP_427682268.1,1
rubrimonas cliftonensis,89524,Rubrimonas cliftonensis,0,1,pcuac_only,NA,WP_093251285.1,1
solimonas aquatica,489703,Solimonas aquatica,0,1,pcuac_only,NA,WP_093284082.1,1
shimia haliotis,1280847,Shimia haliotis,0,1,pcuac_only,NA,WP_093324337.1,1
tropicimonas isoalkanivorans,204455;2809051;441112,Rhodobacterales;Tropicimonas isoalkanivorans;Roseitranquillus sediminis,0,1,pcuac_only,NA,WP_093359460.1,1
halopseudomonas xinjiangensis,487184,Halopseudomonas xinjiangensis,0,1,pcuac_only,NA,WP_093392344.1,1
tranquillimonas alkanivorans,441119,Tranquillimonas alkanivorans,0,1,pcuac_only,NA,WP_093424547.1,1
thiohalospira halophila,1123397;381300,Thiohalospira halophila;Thiohalospira halophila DSM 15071,0,1,pcuac_only,NA,WP_093427277.1,1
phytopseudomonas straminea,135621;2572911;47882,Phytopseudomonas straminea;Pseudomonadaceae;Pseudomonas sp. AG1028,0,1,pcuac_only,NA,WP_093504179.1,1
sulfitobacter litoralis,335975,Sulfitobacter litoralis,0,1,pcuac_only,NA,WP_323804416.1,1
sulfitobacter marinus,394264,Sulfitobacter marinus,0,1,pcuac_only,NA,WP_093916894.1,1
sulfitobacter brevis,74348,Sulfitobacter brevis,0,1,pcuac_only,NA,WP_093924065.1,1
octadecabacter ascidiaceicola,1655543,Octadecabacter ascidiaceicola,0,1,pcuac_only,NA,WP_093995356.1,1
maliponia aquimaris,1673631,Maliponia aquimaris,0,1,pcuac_only,NA,WP_094022979.1,1
antarctobacter heliothermus,2854170;3046714;74033;74033,Antarctobacter heliothermus;Roseobacteraceae;Mameliella sp. MMSF_3455,0,1,pcuac_only,NA,WP_094037303.1,1
bacterioplanes sanyensis,1249553,Bacterioplanes sanyensis,0,1,pcuac_only,NA,WP_094060132.1,1
notoacmeibacter marinus,1876515,Notoacmeibacter marinus,0,1,pcuac_only,NA,WP_094075919.1,1
oceanimonas doudoroffii,84158,Oceanimonas doudoroffii,0,1,pcuac_only,NA,WP_094201612.1,1
thauera propionica,2019431,Thauera propionica,0,1,pcuac_only,NA,WP_094267992.1,1
acidovorax kalamii,2004485,Acidovorax kalamii,0,1,pcuac_only,NA,WP_094290340.1,1
brucella thiophenivorans,571255,Brucella thiophenivorans,0,1,pcuac_only,NA,WP_094506081.1,1
brucella lupini,255457,Brucella lupini,0,1,pcuac_only,NA,WP_094514604.1,1
brucella grignonensis,94627,Brucella grignonensis,0,1,pcuac_only,NA,WP_094541235.1,1
bradyrhizobium amphicarpaeae,1404768,Bradyrhizobium amphicarpaeae,0,1,pcuac_only,NA,WP_094891725.1,1
pseudomonas cichorii,136849;2995658;36746;2008905;286;36746;36746,Pseudomonas cichorii,0,1,pcuac_only,NA,WP_095068297.1,1
mesorhizobium sophorae,1300294,Mesorhizobium sophorae,0,1,pcuac_only,NA,WP_095084761.1,1
pseudomonas siliginis,2009003;2842346;286;306;3233475;3696434;2842346;2842346;286;2954080;2842346;286;3233421;3233493;2842346;286;3233472;3233478;2842346;286;3682013,Pseudomonas siliginis,0,1,pcuac_only,NA,WP_217851230.1,1
mesorhizobium carmichaelinearum,1208188,Mesorhizobium carmichaelinearum,0,1,pcuac_only,NA,WP_095199570.1,1
ochrobactrum quorumnocens,271865,Ochrobactrum quorumnocens,0,1,pcuac_only,NA,WP_095445827.1,1
mesorhizobium mediterraneum,1450516;43617;1871066;2493677;43617;68287,Mesorhizobium mediterraneum;Mesorhizobium mediterraneum CCBAU 01399,0,1,pcuac_only,NA,WP_095488303.1,1
mesorhizobium temperatum,241416,Mesorhizobium temperatum,0,1,pcuac_only,NA,WP_095493311.1,1
mesorhizobium wenxiniae,2014805,Mesorhizobium wenxiniae,0,1,pcuac_only,NA,WP_095520278.1,1
candidatus dactylopiibacterium,857335,Candidatus Dactylopiibacterium carminicum,0,1,pcuac_only,NA,WP_095524769.1,1
vandammella animalimorsus,2029117,Vandammella animalimorsus,0,1,pcuac_only,NA,WP_095556189.1,1
actibacterium pelagium,2029103,Actibacterium pelagium,0,1,pcuac_only,NA,WP_095595781.1,1
vreelandella alkaliphila,1176240;272774;3137766;2557993;272774;28256;2876583;3402864;2557993;272774;28256;3402864;272774;272774;2742616;2742617;28256;2951138,Vreelandella alkaliphila,0,1,pcuac_only,NA,WP_481939120.1,1
fodinibius salipaludis,2032627,Fodinibius salipaludis,0,1,pcuac_only,NA,WP_095605966.1,1
halomonas salipaludis,2032625,Halomonas salipaludis,0,1,pcuac_only,NA,WP_095620202.1,1
uncultured helicobacter,175537;175537;1848928;175537;218,Helicobacter sp.;uncultured Helicobacter sp.,0,1,pcuac_only,NA,WP_394960281.1,1
alloyangia mangrovi,1779329,Alloyangia mangrovi,0,1,pcuac_only,NA,WP_095881824.1,1
pseudomonas congelans,200452;200452;2806587;286,Pseudomonas;Pseudomonas congelans;Pseudomonas sp. PvP027,0,1,pcuac_only,NA,WP_096124921.1,1
variibacter gotjawalensis,1333996,Variibacter gotjawalensis,0,1,pcuac_only,NA,WP_096356287.1,1
pseudothioclava arenosa,1795308,Pseudothioclava arenosa,0,1,pcuac_only,NA,WP_096434350.1,1
