species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
hydrogenophaga palleronii,1349791;65655;65655,Hydrogenophaga palleronii,0,1,pcuac_only,NA,WP_066273589.1,1
azohydromonas lata,1314749;45677;45677,Azohydromonas lata,0,1,pcuac_only,NA,WP_066330493.1,1
halomonas chromatireducens,507626,Halomonas chromatireducens,0,1,pcuac_only,NA,WP_066445206.1,1
comamonas terrae,673548,Comamonas terrae,0,1,pcuac_only,NA,WP_066480172.1,1
bradyrhizobium macuxiense,1755647;1755647;374;418598,Bradyrhizobium;Bradyrhizobium sp. INPA03-11B;Bradyrhizobium macuxiense,0,1,pcuac_only,NA,WP_066505383.1,1
celeribacter halophilus,576117,Celeribacter halophilus,0,1,pcuac_only,NA,WP_066604155.1,1
crenobacter luteus,1452487,Crenobacter luteus,0,1,pcuac_only,NA,WP_066614885.1,1
brevundimonas vesicularis,1349759;41276,Brevundimonas vesicularis;Brevundimonas vesicularis NBRC 12165,0,1,pcuac_only,NA,WP_066623260.1,1
bordetella flabilis,463014,Bordetella flabilis,0,1,pcuac_only,NA,WP_066663644.1,1
curvibacter delicatus,1349763;80879,Curvibacter delicatus;Curvibacter delicatus NBRC 14919,0,1,pcuac_only,NA,WP_066705275.1,1
celeribacter ethanolicus,1758178,Celeribacter ethanolicus,0,1,pcuac_only,NA,WP_096806874.1,1
sphingomonas pituitosa,1219051;99597,Sphingomonas pituitosa;Sphingomonas pituitosa NBRC 102491,0,1,pcuac_only,NA,WP_066720007.1,1
campylobacter hepaticus,1813019,Campylobacter hepaticus,0,1,pcuac_only,NA,WP_066778373.1,1
frigidibacter mobilis,1335048,Frigidibacter mobilis,0,1,pcuac_only,NA,WP_066809807.1,1
sinorhizobium saheli,36856,Sinorhizobium saheli,0,1,pcuac_only,NA,WP_066870532.1,1
rhizorhabdus dicambivorans,1850238,Rhizorhabdus dicambivorans,0,1,pcuac_only,NA,WP_066969714.1,1
marinomonas gallaica,1806667,Marinomonas gallaica,0,1,pcuac_only,NA,WP_417504994.1,1
marinomonas atlantica,1806668,Marinomonas atlantica,0,1,pcuac_only,NA,WP_067094261.1,1
marinomonas aquimarina,295068,Marinomonas aquimarina,0,1,pcuac_only,NA,WP_067211456.1,1
stappia indica,538381,Stappia indica,0,1,pcuac_only,NA,WP_067216117.1,1
devosia elaeis,1770058,Devosia elaeis,0,1,pcuac_only,NA,WP_067451253.1,1
endozoicomonas ascidiicola,1698521,Endozoicomonas ascidiicola,0,1,pcuac_only,NA,WP_067518646.1,1
oceanibaculum pacificum,580166,Oceanibaculum pacificum,0,1,pcuac_only,NA,WP_067552582.1,1
eikenella longinqua,1795827;2866577;538,Eikenella;Eikenella longinqua;Eikenella sp. Marseille-P7795,0,1,pcuac_only,NA,WP_067589990.1,1
unclassified sulfitobacter,1822224;1822226;1822251;196795;1822225;1822232;1822268;196795;1822238;196795;2575437;2731150;2731151;2731152;2731153;2731154;2821105;3368582;3368583;3368584;3368585;3368586;1903071;196795;1968541;3079556;1903071;196795;3472676;196795;1968541;2867024;196795;2731155;2731156;2731157;2731158;2731159;2731160;2731161;2731162;2731164;2731165;2731166;2731167;2731168;2731169;2731170;2731171;2731172;2731173;2731174;2731175;2731176;2731177;2731178;2731179;2731180;2731181;196795;3368589;3368590;3368591;196795;3368593;3368595;3368596,unclassified Sulfitobacter;Sulfitobacter sp.;Sulfitobacter sp. L-8,0,1,pcuac_only,NA,WP_276152243.1,1
agrobacterium bohemicum,2052828,Agrobacterium bohemicum,0,1,pcuac_only,NA,WP_067644171.1,1
orrella dioscoreae,1851544,Orrella dioscoreae,0,1,pcuac_only,NA,WP_067756190.1,1
nocardia amikacinitolerans,1379680;756689;756689,Nocardia amikacinitolerans,0,1,pcuac_only,NA,WP_067783235.1,1
nocardia lijiangensis,1210083;299618;299618,Nocardia lijiangensis,0,1,pcuac_only,NA,WP_067834446.1,1
uncultured sulfitobacter,1903071;191468;196795;2735435;3421172;1903071;191468;3158557;60136;191468,uncultured Sulfitobacter sp.,0,1,pcuac_only,NA,WP_299871101.1,1
aminobacter aminovorans,1870862;2666139;31988;83263;83263,Aminobacter aminovorans,0,1,pcuac_only,NA,WP_067956022.1,1
nocardia xishanensis,1210101;238964;238964,Nocardia xishanensis,0,1,pcuac_only,NA,WP_068053429.1,1
kordiimonas lipolytica,1662421,Kordiimonas lipolytica,0,1,pcuac_only,NA,WP_068143457.1,1
hydrogenophaga taeniospiralis,1281780;65656;65656,Hydrogenophaga taeniospiralis,0,1,pcuac_only,NA,WP_068167251.1,1
tritonibacter horizontis,1768241,Tritonibacter horizontis,0,1,pcuac_only,NA,WP_068242345.1,1
kordiimonas lacus,1946675;288021;637679;637679,Kordiimonas;Kordiimonas lacus;Kordiimonas sp. UBA4487,0,1,pcuac_only,NA,WP_068301610.1,1
polycladidibacter hongkongensis,1647556,Polycladidibacter hongkongensis,0,1,pcuac_only,NA,WP_068318302.1,1
polynucleobacter yangtzensis,1743159,Polynucleobacter yangtzensis,0,1,pcuac_only,NA,WP_068323631.1,1
photobacterium jeanii,858640,Photobacterium jeanii,0,1,pcuac_only,NA,WP_068332940.1,1
ruegeria profundi,1685378,Ruegeria profundi,0,1,pcuac_only,NA,WP_068337512.1,1
ruegeria marisrubri,1685379;1685379;2690707;97050,Ruegeria;Ruegeria marisrubri;Ruegeria sp. HKCCD6157,0,1,pcuac_only,NA,WP_068348766.1,1
magnetospirillum moscoviense,1437059,Magnetospirillum moscoviense,0,1,pcuac_only,NA,WP_068501771.1,1
thalassospira povalilytica,168934;1769751;732237;732237,Thalassospira povalilytica,0,1,pcuac_only,NA,WP_101248136.1,1
thalassotalea crassostreae,1763536,Thalassotalea crassostreae,0,1,pcuac_only,NA,WP_068544251.1,1
thauera butanivorans,1219356;86174,Thauera butanivorans;Thauera butanivorans NBRC 103042,0,1,pcuac_only,NA,WP_068639574.1,1
rhodobacter xanthinilyticus,1850250,Rhodobacter xanthinilyticus,0,1,pcuac_only,NA,WP_068765831.1,1
thauera phenolivorans,1792543,Thauera phenolivorans,0,1,pcuac_only,NA,WP_068807295.1,1
perlucidibaca aquatica,1852776,Perlucidibaca aquatica,0,1,pcuac_only,NA,WP_068860401.1,1
paramesorhizobium deserti,1494590,Paramesorhizobium deserti,0,1,pcuac_only,NA,WP_068880216.1,1
veronia pacifica,1080227,Veronia pacifica,0,1,pcuac_only,NA,WP_068899039.1,1
polynucleobacter wuianus,1743168;1743168;1855601;44013,Polynucleobacter wuianus,0,1,pcuac_only,NA,WP_068948854.1,1
pararhizobium polonicum,1612624,Pararhizobium polonicum,0,1,pcuac_only,NA,WP_068958592.1,1
unclassified allobosea,1842539;1871050;2653178;2038386;2653178;2653179;2653180;2653181;2653182;2768848;2768849;2768850;2653178;3237478;3238448;3238463;3238464;3238466;3238606;3238613,unclassified Allobosea;Allobosea sp. 2YAB26;Allobosea sp. 01N443;Allobosea sp. 05T422_2;Allobosea sp. 05T433;Allobosea sp. 05T439;Allobosea sp. P4_B12;Allobosea sp. P4_E12,0,1,pcuac_only,NA,WP_152016290.1,1
terasakiella magnetica,1867952,Terasakiella magnetica,0,1,pcuac_only,NA,WP_069189590.1,1
methylobrevis pamukkalensis,1439726,Methylobrevis pamukkalensis,0,1,pcuac_only,NA,WP_069305571.1,1
cereibacter johrii,445629,Cereibacter johrii,0,1,pcuac_only,NA,WP_069332450.1,1
methyloceanibacter methanicus,1774968,Methyloceanibacter methanicus,0,1,pcuac_only,NA,WP_069437258.1,1
methyloceanibacter stevinii,1774970,Methyloceanibacter stevinii,0,1,pcuac_only,NA,WP_069444653.1,1
sinorhizobium alkalisoli,1752398,Sinorhizobium alkalisoli,0,1,pcuac_only,NA,WP_069457397.1,1
pseudomonas cuatrocienegasensis,1843690;286;543360,Pseudomonas;Pseudomonas cuatrocienegasensis;Pseudomonas sp. 21C1,0,1,pcuac_only,NA,WP_069520571.1,1
rhizobium mayense,1312184;1312184;1860096;2653122;2795216;82115,Rhizobium mayense,0,1,pcuac_only,NA,WP_069610166.1,1
magnetovibrio blakemorei,28181,Magnetovibrio blakemorei,0,1,pcuac_only,NA,WP_069958992.1,1
marisediminitalea lipolytica,1856405,Marisediminitalea lipolytica,0,1,pcuac_only,NA,WP_070178406.1,1
phytopseudomonas seleniipraecipitans,640205,Phytopseudomonas seleniipraecipitans,0,1,pcuac_only,NA,WP_070880750.1,1
phytopseudomonas argentinensis,289370,Phytopseudomonas argentinensis,0,1,pcuac_only,NA,WP_070884300.1,1
vibrio sonorensis,1004316,Vibrio sonorensis,0,1,pcuac_only,NA,WP_070966150.1,1
cupriavidus malaysiensis,367825,Cupriavidus malaysiensis,0,1,pcuac_only,NA,WP_071068567.1,1
chromobacterium sphagni,1903179,Chromobacterium sphagni,0,1,pcuac_only,NA,WP_071111919.1,1
unclassified polynucleobacter,1743167;1855606;2640945;1758364;2640945;3108275;1801989;2029855;2640945;1855625;2640945;2770234;1855910;2081050;2640945;2689105;3108276;1970425;1970428;2640945,Polynucleobacter sp. GWA2_45_21;Polynucleobacter sp.;unclassified Polynucleobacter,0,1,pcuac_only,NA,WP_293598656.1,1
pseudomonas extremorientalis,1566209;1566215;1566249;169669;286;2870840,Pseudomonas;Pseudomonas extremorientalis;Pseudomonas sp. NFPP11;Pseudomonas sp. NFPP04;Pseudomonas sp. NFR09;Pseudomonas sp. DR208,0,1,pcuac_only,NA,WP_071491715.1,1
bathymodiolus thermophilus,235205;2360;32036;2360,Bathymodiolus thermophilus thioautotrophic gill symbiont,0,1,pcuac_only,NA,WP_071563378.1,1
poseidonibacter lekithochrous,1904463,Poseidonibacter lekithochrous,0,1,pcuac_only,NA,WP_071626220.1,1
brucella cytisi,407152,Brucella cytisi,0,1,pcuac_only,NA,WP_071632025.1,1
nioella nitratireducens,1287720,Nioella nitratireducens,0,1,pcuac_only,NA,WP_071672846.1,1
nioella sediminis,1912092,Nioella sediminis,0,1,pcuac_only,NA,WP_071690966.1,1
natronohydrobacter thiooxidans,87172,Natronohydrobacter thiooxidans,0,1,pcuac_only,NA,WP_071794962.1,1
pararhizobium antarcticum,1798805,Pararhizobium antarcticum,0,1,pcuac_only,NA,WP_071834468.1,1
atopomonas hussainii,1429083,Atopomonas hussainii,0,1,pcuac_only,NA,WP_071871501.1,1
halomonas aestuarii,1897729,Halomonas aestuarii,0,1,pcuac_only,NA,WP_071942100.1,1
roseibaca calidilacus,1666912,Roseibaca calidilacus,0,1,pcuac_only,NA,WP_072247792.1,1
marinospirillum alkaliphilum,1122209;148454,Marinospirillum alkaliphilum;Marinospirillum alkaliphilum DSM 21637,0,1,pcuac_only,NA,WP_072324783.1,1
rhizobium tibeticum,501024,Rhizobium tibeticum,0,1,pcuac_only,NA,WP_072373705.1,1
ectopseudomonas toyotomiensis,554344,Ectopseudomonas toyotomiensis,0,1,pcuac_only,NA,WP_072424343.1,1
phaeobacter porticola,1844006,Phaeobacter porticola,0,1,pcuac_only,NA,WP_072505127.1,1
aquibium oceanicum,1670800;1670800;2872591;356,Hyphomicrobiales;Aquibium oceanicum;Oricola indica,0,1,pcuac_only,NA,WP_223479546.1,1
planktotalea frisia,204455;2883100;696762,Rhodobacterales;Planktotalea frisia;Pseudosulfitobacter sp. DSM 107133,0,1,pcuac_only,NA,WP_072629855.1,1
donghicola eburneus,393278,Donghicola eburneus,0,1,pcuac_only,NA,WP_072705111.1,1
marivita hallyeonensis,996342,Marivita hallyeonensis,0,1,pcuac_only,NA,WP_072776334.1,1
duganella sacchari,2692172;551987;75654,Duganella;Duganella sacchari;Duganella sp. CY15W,0,1,pcuac_only,NA,WP_072787429.1,1
cognatishimia maritima,870908,Cognatishimia maritima,0,1,pcuac_only,NA,WP_072791245.1,1
marinobacter antarcticus,564117,Marinobacter antarcticus,0,1,pcuac_only,NA,WP_072799116.1,1
bradyrhizobium erythrophlei,1437360,Bradyrhizobium erythrophlei,0,1,pcuac_only,NA,WP_092114622.1,1
cognatiyoonia sediminum,1508389,Cognatiyoonia sediminum,0,1,pcuac_only,NA,WP_072901345.1,1
roseibium suaedae,735517,Roseibium suaedae,0,1,pcuac_only,NA,WP_073008974.1,1
roseovarius pacificus,337701,Roseovarius pacificus,0,1,pcuac_only,NA,WP_073035524.1,1
kaistia soli,1122133;446684,Kaistia soli;Kaistia soli DSM 19436,0,1,pcuac_only,NA,WP_073051553.1,1
paracoccus solventivorans,53463,Paracoccus solventivorans,0,1,pcuac_only,NA,WP_073068611.1,1
roseovarius marisflavi,1054996,Roseovarius marisflavi,0,1,pcuac_only,NA,WP_073199785.1,1
shimia gijangensis,1470563,Shimia gijangensis,0,1,pcuac_only,NA,WP_073251377.1,1
phytopseudomonas punonensis,1220495,Phytopseudomonas punonensis,0,1,pcuac_only,NA,WP_073262076.1,1
wenxinia saemankumensis,1447782,Wenxinia saemankumensis,0,1,pcuac_only,NA,WP_073331472.1,1
pseudoxanthobacter soli,1123029;433840,Pseudoxanthobacter soli;Pseudoxanthobacter soli DSM 19599,0,1,pcuac_only,NA,WP_073628536.1,1
vannielia litorea,1217970,Vannielia litorea,0,1,pcuac_only,NA,WP_074257483.1,1
ectopseudomonas alcaliphila,101564;101564;1215093,Ectopseudomonas alcaliphila,0,1,pcuac_only,NA,WP_074679304.1,1
lysobacter enzymogenes,69,Lysobacter enzymogenes,0,1,pcuac_only,NA,WP_078997031.1,1
pseudomonas graminis,158627;158627;286;3080331,Pseudomonas;Pseudomonas graminis;Pseudomonas sp. Ps21-P2,0,1,pcuac_only,NA,WP_074890419.1,1
thauera chlorobenzoica,96773,Thauera chlorobenzoica,0,1,pcuac_only,NA,WP_075149773.1,1
pararhizobium arenae,1856850,Pararhizobium arenae,0,1,pcuac_only,NA,WP_075291152.1,1
methylobacterium phyllosphaerae,418223,Methylobacterium phyllosphaerae,0,1,pcuac_only,NA,WP_075381342.1,1
rhodoferax antarcticus,1111071;81479,Rhodoferax antarcticus;Rhodoferax antarcticus ANT.BR,0,1,pcuac_only,NA,WP_075587182.1,1
gillisella taibaishanensis,887144,Gillisella taibaishanensis,0,1,pcuac_only,NA,WP_075614810.1,1
rhizobium oryziradicis,1867956,Rhizobium oryziradicis,0,1,pcuac_only,NA,WP_075640748.1,1
photobacterium proteolyticum,1903952,Photobacterium proteolyticum,0,1,pcuac_only,NA,WP_075762855.1,1
aerophototrophica crusticola,1709002,Aerophototrophica crusticola,0,1,pcuac_only,NA,WP_075771245.1,1
thioclava nitratireducens,1915078;1973003;1973004;1973006;1973007;285107;1915078;1973004;285107,Thioclava;Thioclava nitratireducens;Thioclava sp. JM3,0,1,pcuac_only,NA,WP_075776202.1,1
rhodovulum visakhapatnamense,364297,Rhodovulum visakhapatnamense,0,1,pcuac_only,NA,WP_075785054.1,1
martinezella hainanensis,52131,Martinezella hainanensis,0,1,pcuac_only,NA,WP_075852855.1,1
ditibartonella apis,1686310;1686310;2751020;772;1686310;2751022;772,Ditibartonella apis,0,1,pcuac_only,NA,WP_075869621.1,1
vreelandella massiliensis,1816686,Vreelandella massiliensis,0,1,pcuac_only,NA,WP_075881007.1,1
pseudomonas reinekei,395598,Pseudomonas reinekei,0,1,pcuac_only,NA,WP_075947806.1,1
salaquimonas pukyongi,2712698,Salaquimonas pukyongi,0,1,pcuac_only,NA,WP_083649313.1,1
alteromonas abrolhosensis,1892904,Alteromonas abrolhosensis,0,1,pcuac_only,NA,WP_076011591.1,1
insolitispirillum peregrinum,80876,Insolitispirillum peregrinum,0,1,pcuac_only,NA,WP_076401833.1,1
shewanella morhuae,365591,Shewanella morhuae,0,1,pcuac_only,NA,WP_076501269.1,1
uncultured pseudacidovorax,1907403;679313;679313,uncultured Pseudacidovorax sp.,0,1,pcuac_only,NA,WP_076506342.1,1
paracoccus saliphilus,405559,Paracoccus saliphilus,0,1,pcuac_only,NA,WP_076524681.1,1
gemmobacter megaterium,1086013,Gemmobacter megaterium,0,1,pcuac_only,NA,WP_076532810.1,1
roseovarius nanhaiticus,573024,Roseovarius nanhaiticus,0,1,pcuac_only,NA,WP_076532389.1,1
aromatoleum tolulyticum,34027,Aromatoleum tolulyticum,0,1,pcuac_only,NA,WP_076601835.1,1
serpentinimonas barnesii,1458427,Serpentinimonas barnesii,0,1,pcuac_only,NA,WP_076607006.1,1
salipiger profundus,1229727;1229727;2364881;263377,Salipiger profundus,0,1,pcuac_only,NA,WP_076623680.1,1
tateyamaria omphalii,299262,Tateyamaria omphalii,0,1,pcuac_only,NA,WP_076626373.1,1
sulfitobacter delicatus,1250539;218672;2731150;2731151;2731152;2731153;2731154;2854170;2872037,Sulfitobacter delicatus;Salipiger abyssi;Sulfitobacter sp. KE28;Sulfitobacter sp. KE29;Sulfitobacter sp. KE31;Sulfitobacter sp. Ks38;Sulfitobacter sp. S46;Roseobacteraceae;Mesobacterium pallidum,0,1,pcuac_only,NA,WP_076695185.1,1
salipiger abyssi,1250539,Salipiger abyssi,0,1,pcuac_only,NA,WP_076705574.1,1
sphingomonas jeddahensis,1915074,Sphingomonas jeddahensis,0,1,pcuac_only,NA,WP_076745480.1,1
bradyrhizobium mercantei,1904807,Bradyrhizobium mercantei,0,1,pcuac_only,NA,WP_076857684.1,1
pseudooceanicola nitratireducens,1267768;31989;517719;204455;3028384;3092149;517719,Rhodobacterales;Pseudooceanicola nitratireducens;Dinoroseobacter sp. PD6;Thalassobacter sp. HA4-2,0,1,pcuac_only,NA,WP_076981270.1,1
catenovulum maritimum,1513271,Catenovulum maritimum,0,1,pcuac_only,NA,WP_077066479.1,1
agrobacterium rosae,1972867,Agrobacterium rosae,0,1,pcuac_only,NA,WP_077121060.1,1
thioalkalivibrio denitrificans,108003,Thioalkalivibrio denitrificans,0,1,pcuac_only,NA,WP_077277683.1,1
mesorhizobium prunaredense,1631249,Mesorhizobium prunaredense,0,1,pcuac_only,NA,WP_077380643.1,1
salinivibrio costicola,1909437;1909438;1909453;1909456;1909457;51366;51367;1909455;272773;51366;51367,Salinivibrio costicola,0,1,pcuac_only,NA,WP_077461358.1,1
ditibartonella apihabitans,2750929;2750929;2750930;772;2750929;2750931;2750932;2750935;2750936;2750937;772,Ditibartonella apihabitans,0,1,pcuac_only,NA,WP_077969897.1,1
rhizobium laguerreae,1076926;1076926;3075621;379;1076926;3377033;379,Rhizobium laguerreae,0,1,pcuac_only,NA,WP_221943479.1,1
agrobacterium salinitolerans,1183413;1183413;3017318;357;1183413;3020523;357;1183413;3020525;357,Agrobacterium salinitolerans,0,1,pcuac_only,NA,WP_142912201.1,1
rhizobium sophoriradicis,1535245;1535245;2020311;2035449;379,Rhizobium sophoriradicis,0,1,pcuac_only,NA,WP_077989199.1,1
ditibartonella choladocola,2750928;2750995;772;2750995;2750995;3403422;772,Ditibartonella choladocola,0,1,pcuac_only,NA,WP_077990406.1,1
unclassified ochrobactrum,1830124;239106;2823874;1920636;239106;2587041;2203419;239106;2920940;239106;2745275;3368622,unclassified Ochrobactrum;Ochrobactrum sp. MYb379;Ochrobactrum sp. EDr1-4,0,1,pcuac_only,NA,WP_078337803.1,1
xanthomonas axonopodis,487830;53413;487832;53413;487833;53413,Xanthomonas axonopodis;Xanthomonas axonopodis pv. maculifoliigardeniae,0,1,pcuac_only,NA,WP_454445396.1,1
unclassified thioclava,1915315;1933450;2621713,Thioclava sp. F28-4;Thioclava sp.;unclassified Thioclava,0,1,pcuac_only,NA,WP_078519733.1,1
thioclava sediminum,1915313;1915316;1915319;285107;3687495,Thioclava;Thioclava sp. DLFJ4-1;Thioclava sp. F36-6;Thioclava sediminum;Thioclava sp. PTB-PU3-1,0,1,pcuac_only,NA,WP_078546104.1,1
consotaella salsifontis,1365950,Consotaella salsifontis,0,1,pcuac_only,NA,WP_078709762.1,1
unclassified bartonella,1460967;1460972;2645622;3243424;3243425;3243426;3243427;3243428;3243429;3243430;3243431;3243432;3243436;3243437;3243440;3243443;3243465;3243466;3243468;3243470;3243471;3243473;3243476;3243477;3243478;3243479;3243480;3243481;3243482;3243483;3243484;3243485;3243490;3243491;3243493;3243496;3243497;3243499;3243500;3243501;3243502;3243503;3243505;3243507;3243511;3243514;3243545;3243546;3243547;3243548;1460985;1460997;2645622;3243554;3243556;3243559;1933906;1933907;2645622;2645622;2979320;2979321;2645622;3019090;3243475;3243509;3243510;3243515;3243516;3243517;3243518;3243519;3243520;3243521;3243522;3243523;3243524;3243525;3243526;3243527;3243528;3243529;3243530;3243531;3243532;3243533;3243534;3243535;3243536;3243537;3243538;3243539;3243540;3243541;3243542;3243551;2645622;3019092;3019094;2645622;3243433;3243435;3243438;3243439;3243441;3243467;3243469;3243474;3243487;3243488;3243489;3243492;3243494;3243504;3243506;3243512;3243513;3243550;3243552;3243553;3243562;2645622;3243442;3243444;3243448;3243454;3243455;3243457;3243458;3243459;3243460;3243464;3243472;3243495;2645622;3243445;3243446;3243463;2645622;3243447;3243449;3243451;3243452;3243453;3243461;3243464;2645622;3243450;3243456;2645622;3243508;3243544;2645622;3243560;3243571;3243574;3243575;2645622;3243576;3243577;2645622;3243578;3243579;3243581;2645622;3475616;3475617,unclassified Bartonella;Bartonella sp. EBT8;Bartonella sp. P12B,0,1,pcuac_only,NA,WP_262099314.1,1
oceanospirillum multiglobuliferum,64969,Oceanospirillum multiglobuliferum,0,1,pcuac_only,NA,WP_078746493.1,1
thiomonas intermedia,926,Thiomonas intermedia,0,1,pcuac_only,NA,WP_079416445.1,1
nitrobacter vulgaris,29421,Nitrobacter vulgaris,0,1,pcuac_only,NA,WP_079446666.1,1
bradyrhizobium sacchari,1399419,Bradyrhizobium sacchari,0,1,pcuac_only,NA,WP_080137289.1,1
photobacterium piscicola,1378299,Photobacterium piscicola,0,1,pcuac_only,NA,WP_080155837.1,1
photobacterium toruni,1935446,Photobacterium toruni,0,1,pcuac_only,NA,WP_080174044.1,1
agrobacterium genomosp.,1183419;1183428,Agrobacterium genomosp. 13;Agrobacterium genomosp. 13 str. CFBP 6927,0,1,pcuac_only,NA,WP_080834340.1,1
agrobacterium deltaense,1183425;2792015;357;1183426;3017319;357,Agrobacterium;Agrobacterium deltaense RV3;Agrobacterium sp. ST15.13.015,0,1,pcuac_only,NA,WP_080852087.1,1
pseudomonas denitrificans,135621;2769254;43306,Pseudomonas denitrificans (nom. rej.);Pseudomonadaceae;Pseudomonas sp. PDM20,0,1,pcuac_only,NA,WP_081515939.1,1
endozoicomonas elysicola,1121862;305900,Endozoicomonas elysicola;Endozoicomonas elysicola DSM 22380,0,1,pcuac_only,NA,WP_081622000.1,1
photobacterium halotolerans,1122959;265726;265726,Photobacterium halotolerans,0,1,pcuac_only,NA,WP_082095706.1,1
hydrogenovibrio marinus,1123513;28885,Hydrogenovibrio marinus;Hydrogenovibrio marinus DSM 11271,0,1,pcuac_only,NA,WP_081822773.1,1
serpentinimonas raichei,1458425,Serpentinimonas raichei,0,1,pcuac_only,NA,WP_082040046.1,1
candidatus methylopumilus,1581557;1581557;1679002;2588536;2588535;2588536,Candidatus Methylopumilus planktonicus,0,1,pcuac_only,NA,WP_082092814.1,1
levilinea saccharolytica,229921,Levilinea saccharolytica,0,1,pcuac_only,NA,WP_082142725.1,1
rhizobium oryzihabitans,2267833;2267833;379;391,Rhizobium;Rhizobium sp.;Rhizobium oryzihabitans,0,1,pcuac_only,NA,WP_082184220.1,1
cypionkella psychrotolerans,1678131,Cypionkella psychrotolerans,0,1,pcuac_only,NA,WP_082351508.1,1
gemmobacter nanjingensis,1095917;1529005;204456;488454;589035;2005166;31989;488454,Paracoccaceae;Gemmobacter nanjingensis;Tabrizicola sp.,0,1,pcuac_only,NA,WP_082400953.1,1
rubellimicrobium mesophilum,1123067;442562,Rubellimicrobium mesophilum DSM 19309;Rubellimicrobium mesophilum,0,1,pcuac_only,NA,WP_082484039.1,1
polycladidibacter stylochi,1807766,Polycladidibacter stylochi,0,1,pcuac_only,NA,WP_082735571.1,1
thioclava electrotropha,1549850;1549850;1915319;1933450;1947693;285107,Thioclava;Thioclava electrotropha;Thioclava sediminum;Thioclava sp.;Thioclava sp. UBA3469,0,1,pcuac_only,NA,WP_083079207.1,1
pseudomonas floridensis,1958950,Pseudomonas floridensis,0,1,pcuac_only,NA,WP_083183953.1,1
methyloligella halotolerans,1177755,Methyloligella halotolerans,0,1,pcuac_only,NA,WP_083226841.1,1
mongoliimonas terrestris,1709001,Mongoliimonas terrestris,0,1,pcuac_only,NA,WP_083656627.1,1
aromatoleum aromaticum,551760;551760;76114,Aromatoleum aromaticum,0,1,pcuac_only,NA,WP_083782994.1,1
balneola vulgaris,1121104;287535,Balneola vulgaris;Balneola vulgaris DSM 17893,0,1,pcuac_only,NA,WP_083902135.1,1
devosia geojensis,443610,Devosia geojensis,0,1,pcuac_only,NA,WP_083988690.1,1
andreprevotia lacus,1121000;1121001,Andreprevotia lacus;Andreprevotia lacus DSM 23236,0,1,pcuac_only,NA,WP_084093239.1,1
vibrio fortis,212667;212667;2836895;662;212667;2908536;662,Vibrio fortis,0,1,pcuac_only,NA,WP_084181867.1,1
polynucleobacter kasalickyi,1938817,Polynucleobacter kasalickyi,0,1,pcuac_only,NA,WP_084283427.1,1
phytopseudomonas flavescens,1215099;29435;135621;2940559;29435,Phytopseudomonas flavescens;Pseudomonadaceae;Pseudomonas sp. BIGb0408,0,1,pcuac_only,NA,WP_084304416.1,1
pseudomonas jinjuensis,1215105;198616,Pseudomonas jinjuensis;Pseudomonas jinjuensis NBRC 103047,0,1,pcuac_only,NA,WP_084315088.1,1
pseudomonas indica,1215103;137658,Pseudomonas indica;Pseudomonas indica NBRC 103045,0,1,pcuac_only,NA,WP_084333630.1,1
primorskyibacter flagellatus,1387277;1387277;204455;3434355,Rhodobacterales;Primorskyibacter flagellatus;Pseudooceanicola sp. C21-150M6,0,1,pcuac_only,NA,WP_432689037.1,1
pseudomonas mucidolens,1215111;46679;46679,Pseudomonas mucidolens,0,1,pcuac_only,NA,WP_084377842.1,1
brucella rhizosphaerae,1437448;571254;571254,Brucella rhizosphaerae,0,1,pcuac_only,NA,WP_094578672.1,1
azorhizobium doebereinerae,1038858;281091,Azorhizobium doebereinerae;Azorhizobium doebereinerae UFLA1-100,0,1,pcuac_only,NA,WP_084539921.1,1
halomonas cupida,44933,Halomonas cupida,0,1,pcuac_only,NA,WP_084541961.1,1
salibaculum halophilum,1914408,Salibaculum halophilum,0,1,pcuac_only,NA,WP_084862416.1,1
allosphingosinicella indica,941907,Allosphingosinicella indica,0,1,pcuac_only,NA,WP_085219088.1,1
pseudogulbenkiania subflava,1123014;451637,Pseudogulbenkiania subflava;Pseudogulbenkiania subflava DSM 22618,0,1,pcuac_only,NA,WP_085274568.1,1
colwellia chukchiensis,641665,Colwellia chukchiensis,0,1,pcuac_only,NA,WP_085285638.1,1
cognaticolwellia mytili,1888913,Cognaticolwellia mytili,0,1,pcuac_only,NA,WP_085300669.1,1
planktotalea arctica,1481893,Planktotalea arctica,0,1,pcuac_only,NA,WP_085306837.1,1
derxia lacustris,764842,Derxia lacustris,0,1,pcuac_only,NA,WP_085317958.1,1
aquidulcibacter paucihalophilus,1978549,Aquidulcibacter paucihalophilus,0,1,pcuac_only,NA,WP_085338617.1,1
neisseria canis,493,Neisseria canis,0,1,pcuac_only,NA,WP_085415541.1,1
pseudomonas asiatica,1756401;1756402;1756403;1981715;1981745;1981746;1981747;2219225;286;89774;2219225,Pseudomonas asiatica,0,1,pcuac_only,NA,WP_085592211.1,1
marivita cryptomonadis,2570353;3466779;505252;659428,Marivita cryptomonadis;Marivita;Marivita sp. LZ-15-2;Marivita sp. MB-28,0,1,pcuac_only,NA,WP_085631761.1,1
marivita geojedonensis,1123756,Marivita geojedonensis,0,1,pcuac_only,NA,WP_085636228.1,1
